	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YOR206W	NOC2	15.79	15.42	65.55	27.33	23.97	42.74	25.23
YOR207C	RET1	17.28	18.58	38.32	15.56	26.01	23.84	19.96
YOR208W	PTP2	5.32	6.35	30.58	0.23	4.11	6.51	7.11
YOR209C	NPT1	27.31	27.17	120.87	32.48	23.82	24.64	22.43
YOR211C	MGM1	11.27	8.97	39.83	5.95	6.34	5.28	5.69
YOR212W	STE4	9.3	11.94	62.53	20.49	21.38	22.28	11.65
YOR213C	SAS5	5.45	8.81	38.65	23.43	24.5	15.69	6.14
YOR215C	YOR215C	9.95	17.29	26.14	16.13	9.97	7.24	5.86
YOR216C	RUD3	12.64	15.12	42.91	30.65	16.87	12.82	13.62
YOR217W	RFC1	14.37	17.28	37.47	14.61	16.06	12.62	8.23
YOR219C	STE13	11.33	10.3	23.5	2.77	3.19	5.78	6.68
YOR221C	MCT1	9.1	7.3	68.76	3.43	3.93	6.68	8.92
YOR222W	ODC2	26.33	27.61	52.57	13.47	5.47	4.84	6.96
YOR224C	RPB8	14.42	15.55	18.6	6.12	8.42	7.43	7.85
YOR226C	ISU2	6.25	6.9	24.42	6.1	4.59	4.33	2.99
YOR227W	YOR227W	9.29	9.32	33.27	4.86	2.7	4.44	8.57
YOR228C	YOR228C	10.21	13.77	45.33	6.22	5.01	26.9	12.55
YOR229W	WTM2	12.05	17.43	32.31	11.35	6.95	11.84	18.87
YOR230W	WTM1	47.56	59.41	102.74	19.65	23.65	29.46	39.04
YOR231W	MKK1	6.49	8.97	28.66	4.75	8.52	9.1	8.11
YOR232W	MGE1	23.66	23.72	38.89	10.77	6.25	8.28	11.35
YOR233W	KIN4	5.23	6.47	20.19	6.29	6.37	3.61	4.86
YOR236W	DFR1	19.8	21.21	24.41	11.64	20.58	14.29	13.19
YOR239W	ABP140	29.42	28.43	90.5	26.1	35.72	38.6	29.26
YOR241W	MET7	15.02	15.03	50.2	21.66	7.71	5.27	11.73
YOR243C	PUS7	22.78	25.55	69.17	21.54	31.73	29.1	21.97
YOR244W	ESA1	5.55	7.56	38.72	11.02	7.6	5.82	5.06
YOR245C	DGA1	12.58	12.43	56.85	5.56	4.41	12.31	14.18
YOR247W	SRL1	24.99	21.9	29.84	12.55	4.58	4.94	16.76
YOR249C	APC5	6.84	8.79	31.77	7.51	3.22	2.54	7.09
YOR250C	CLP1	7.71	8.67	59.08	12.64	7.89	11.29	9.7
YOR251C	YOR251C	28.81	24.22	87.5	19.02	24.21	18.01	26.01
YOR252W	TMA16	18.14	20.27	24.94	11.78	22.55	18.36	17.38
YOR253W	NAT5	49.04	46.41	43.74	22.33	43.67	29.12	38.96
YOR254C	SEC63	20.85	22.23	118.31	30.29	19.96	20.81	25.51
YOR256C	TRE2	12.47	15.45	30.27	4.83	8.01	7.3	7.87
YOR257W	CDC31	8.53	8.96	34.68	8.19	11.5	4.97	6.33
YOR258W	HNT3	10.15	11.96	33.59	7.16	10.88	6.89	9
YOR259C	RPT4	14.95	18.36	74.63	13.95	16.26	15.69	18.33
YOR260W	GCD1	20.36	16.06	256.34	26.44	17.77	16.4	33.3
YOR261C	RPN8	22.78	22.99	74.77	15.04	10.83	13.61	23.01
YOR262W	YOR262W	9.64	9.1	15.64	4.36	15.38	17.95	17.99
YOR264W	DSE3	24.65	23.65	75.84	20.16	15.48	16.97	19.97
YOR265W	RBL2	22.4	20.17	18.8	7.28	4.38	3.55	8.32
YOR267C	HRK1	5.61	10.23	22.04	0.23	0.9	8.5	4.29
YOR269W	PAC1	6.23	5.01	111.69	4.6	2.57	1.91	6.76
YOR270C	VPH1	41.29	40.93	80.6	19.65	6.87	12.24	42
YOR272W	YTM1	15.37	14.51	65.71	23.26	17.84	32.95	58.08
YOR273C	TPO4	8.71	11.61	133.03	0.23	1.92	16.87	30.24
YOR274W	MOD5	6.51	7.92	37.98	15.27	9.62	11.47	15.29
YOR275C	RIM20	7.59	11.77	21.68	2.18	5.59	10.97	13.05
YOR276W	CAF20	42.44	30.6	42.47	14.8	12.35	8.38	22.64
YOR278W	HEM4	11.2	15.57	29.45	8.77	13.73	11.56	10.02
YOR280C	FSH3	22.44	28.79	43.75	7.75	9.3	13.61	22.26
YOR281C	PLP2	16.16	17.56	58.19	13.41	25.92	18.3	14.79
YOR285W	YOR285W	22.35	26.67	18.72	3.65	2.56	3.01	9.21
YOR286W	FMP31	14.99	11.56	25.9	4.92	1.9	2.28	6.94
YOR288C	MPD1	10.24	14.16	17.09	0.23	4.53	7.3	5.72
YOR290C	SNF2	4.64	11.38	14.39	6.18	3.84	7.22	4.31
YOR291W	YOR291W	11.11	12.44	31.09	11.34	6.49	3.43	5.96
YOR294W	RRS1	12.83	11.28	59.67	21.13	24.28	21.65	45.05
YOR297C	TIM18	5.97	7.19	25.64	2.87	3.49	3.67	3.75
YOR298C-A	MBF1	10.6	15.27	13.26	4.86	0.23	0.23	13.3
YOR299W	BUD7	6.43	9.76	17.78	0.23	1.78	4.99	6.28
YOR301W	RAX1	6.12	8.05	51.9	7.92	12.33	11.83	8.26
YOR303W	CPA1	13.73	15.45	58.8	6.86	6.71	13.81	18.15
YOR304W	ISW2	4.96	8.12	17.61	3.96	4.39	5.16	5.13
YOR305W	YOR305W	6.04	7.77	17.07	5.77	3.35	1.48	2.63
YOR307C	SLY41	6.99	8.28	27.93	13.03	8.74	5.63	6.39
YOR308C	SNU66	0.23	4.34	6.88	4.3	3.23	0.23	0.23
YOR310C	NOP58	21	32.96	41.43	20.37	12.49	18.32	24.52
YOR311C	HSD1	10.84	12.07	41.36	11.37	8.68	11.14	9.65
YOR315W	SFG1	5.11	7.29	87.21	28.79	18.13	19.81	11.75
YOR316C	COT1	11.2	19.72	49.11	17.78	7.2	7.43	10.9
YOR317W	FAA1	31.32	38.6	43.14	10.27	5.53	12.98	29.6
YOR319W	HSH49	7.87	7.67	37	5.82	10.85	11.5	6.13
YOR320C	GNT1	18.54	26.42	50.92	25.19	16.69	9.68	9.37
YOR321W	PMT3	27.17	23.44	34.1	14.09	17.36	9.37	10.52
YOR322C	LDB19	5.89	5.2	37.31	12.31	6.83	3.48	6.89
YOR323C	PRO2	52.15	56.22	76.17	34.58	25.21	33.67	58.68
YOR324C	FRT1	7.06	8.04	34.76	12.05	3.04	6.71	6.68
YOR326W	MYO2	20.82	22.71	45.03	17.61	11.15	14.44	21.56
YOR327C	SNC2	9.2	11.63	18.44	7.64	7.71	4.19	5.74
YOR328W	PDR10	7.07	11.59	19.76	12.27	8.23	4.39	8.42
YOR329C	SCD5	8.26	8.58	29.37	10.86	14.56	3.63	4.19
YOR330C	MIP1	6.17	10.15	21.21	12.12	3.87	5.77	7.52
YOR332W	VMA4	71.81	70.9	51.69	23.94	10.32	11.87	44.15
YOR334W	MRS2	5.18	4.45	29.76	7.38	0.23	0.23	5.21
YOR335C	ALA1	49.35	46.39	64.95	17.52	15.67	23.08	34.14
YOR336W	KRE5	24.33	37.34	16.74	4.6	13.64	7.81	8.73
YOR337W	TEA1	5.82	8.93	20.3	7.68	4.74	0.23	2.39
YOR340C	RPA43	15.7	12.91	67.41	32.18	30.33	28.84	43.36
YOR341W	RPA190	23.44	29.08	34.25	14.9	20.34	28.19	29.57
YOR344C	TYE7	1.6	0.23	15.3	2.57	0.23	2.67	0.23
YOR346W	REV1	12.88	16.83	26.2	12.44	16.44	19.83	13.19
YOR347C	PYK2	19.35	25.99	64.5	20.36	13.64	17.52	11.26
YOR353C	SOG2	6.71	7.44	32.39	3.17	2.95	4.96	8.75
YOR354C	MSC6	8.34	12.44	25.38	0.23	4	6.92	6.64
YOR355W	GDS1	11.88	15.6	29.4	9.17	11.03	15.25	9.29
YOR356W	YOR356W	24.35	26.83	44.64	15.53	10.73	13.27	14.57
YOR357C	SNX3	12.97	13.05	33.33	6.23	7.27	4	6.7
YOR358W	HAP5	5.24	7.28	28.6	4.46	4.1	4.31	5.36
YOR359W	VTS1	2.99	3.03	12.71	1.79	2.82	0.23	2.88
YOR360C	PDE2	5.86	10.27	22.02	3.37	0.23	4.92	8.87
YOR361C	PRT1	26.71	25.92	134.86	27.11	19.94	27.37	38.29
YOR362C	PRE10	19.89	24.13	42.33	16.01	14.6	17.86	21.98
YOR363C	PIP2	6.73	7.52	27.87	8.43	6.83	4.61	3.69
YOR367W	SCP1	22.56	24.83	70.5	12.08	14.13	7.56	15.74
YOR370C	MRS6	10.14	11.81	32.39	16.89	7.65	5	6.68
YOR371C	GPB1	6.56	6.33	17.96	5.83	4.15	1.86	2.68
YOR372C	NDD1	4.96	7.7	24.2	10.41	3.48	10.98	9.18
YOR374W	ALD4	19.13	27.39	35.76	4.7	0.23	6.86	25.76
YOR375C	GDH1	56.64	62.03	697.08	52.76	11.07	30.79	367.54
YOR377W	ATF1	8.72	10.73	26.68	13.57	7.38	1.09	1.12
YOR380W	RDR1	5.65	7.29	33.22	17.87	6.12	2.5	6.31
YOR382W	FIT2	73.82	204.47	49.69	24.82	42.3	25.59	20.89
YOR383C	FIT3	3.75	6.14	12.57	10.06	4.8	0.23	0.23
YPL274W	SAM3	16.61	21.89	113.51	32.78	40.55	40.38	30.88
YPL273W	SAM4	26.2	31.41	76.35	30.15	22.04	28.47	31.07
YPL271W	ATP15	7.55	9.77	4.16	0.23	3.32	3.46	3
YPL270W	MDL2	15.58	16.9	24.05	7.7	10.03	14.6	12.86
YPL269W	KAR9	5.24	5.07	21.4	13.8	1.73	0.23	3.7
YPL268W	PLC1	6.02	7.35	25.63	13.21	5	2.52	7.36
YPL267W	ACM1	4.33	3.71	31.74	6.65	0.23	0.23	1.48
YPL266W	DIM1	17.02	16.89	46.24	22.09	11.9	8.03	9.87
YPL265W	DIP5	8.21	16.65	39.51	13.88	5.79	8.7	8.89
YPL263C	KEL3	21.47	17.78	81.25	33.8	26.43	35.06	67.55
YPL262W	FUM1	64.71	70.56	135.63	34.81	22.75	28.29	53.7
YPL259C	APM1	6.58	8.54	34.25	9.88	10.69	10.74	8.5
YPL256C	CLN2	7.43	7.62	45.84	22.9	7.18	2.3	7.43
YPL255W	BBP1	7.75	7.98	32.52	5.48	2.58	7.3	5.22
YPL254W	HFI1	4.32	9.72	23.87	8.01	9.19	7.37	4.26
YPL253C	VIK1	4.76	8.91	14.85	0.23	3.76	4.65	4.08
YPL252C	YAH1	6.69	6.65	11.74	3.09	5.93	5.95	5.19
YPL250C	ICY2	2.87	4.92	5.55	0.23	0.23	1.65	3.49
YPL249C	GYP5	14.7	13.39	22.46	9.05	4.5	5.38	11.88
YPL246C	RBD2	18.41	20.33	46.04	18.43	26.68	22.54	19.12
YPL244C	HUT1	16.13	15.33	105.17	12.39	10.49	11.53	11.66
YPL243W	SRP68	3.92	13.85	16.42	4.42	7.88	11.16	3.52
YPL242C	IQG1	10.45	9.43	43.24	8.2	8.61	9.92	14.24
YPL241C	CIN2	17.01	24.77	55.67	25.77	28.83	29.6	36.79
YPL240C	HSP82	14.27	29.37	28.62	2.18	0.23	8.04	35.62
YPL239W	YAR1	10.38	12.56	23.63	3.89	9.64	12.09	12.8
YPL237W	SUI3	35.61	34.32	93.71	20.16	9.67	13.84	26.12
YPL235W	RVB2	14.97	19.3	93.83	15.91	14.28	20	20.61
YPL234C	TFP3	51.04	40.12	55.17	25.06	9.49	11.25	44.46
YPL232W	SSO1	13.46	12.86	34.81	7.92	5.72	8.73	14.86
YPL231W	FAS2	45.38	41.02	90.01	25.19	6.6	13.65	83.56
YPL228W	CET1	6.11	9.74	25.99	2.09	5.03	10.68	9.93
YPL227C	ALG5	13.6	16.47	38.99	14.79	7.2	9.11	11.67
YPL226W	NEW1	27.94	24.48	31.47	12.63	15.95	18.64	18.3
YPL225W	YPL225W	24.06	28.66	36.89	12.51	11.08	11.25	16.67
YPL224C	MMT2	8.07	8.9	69.04	14.26	7.77	9.63	12.14
YPL221W	FLC1	5.66	8.88	16.12	0.23	0.23	3.47	7.94
YPL219W	PCL8	7.19	7.76	38.34	6.39	3.1	6.09	13.66
YPL218W	SAR1	42.12	36.41	75.48	33.91	19.6	8.39	23.68
YPL217C	BMS1	12.13	15.2	23.15	11.27	27.03	22.81	9.74
YPL215W	CBP3	5.9	8.49	32.08	5.54	5.01	4.72	5.31
YPL214C	THI6	9.03	14.78	50.23	9.73	6.07	7.86	12.23
YPL213W	LEA1	5.09	5.35	28.04	6.71	5.35	8.02	8.14
YPL212C	PUS1	11.91	12.4	86.96	29.19	15.66	27.19	37.95
YPL211W	NIP7	22.15	17.55	61.33	17.34	19.94	17.72	14.85
YPL210C	SRP72	10.89	12.92	43.76	17.71	8.34	6.51	12.08
YPL208W	RKM1	20.18	28.97	47.12	17.98	15.15	19.54	15.87
YPL207W	TYW1	9.25	18.64	21.53	10.06	23.92	20.98	8.15
YPL206C	YPL206C	14.78	20.57	21.32	6.74	9.45	20.31	26.19
YPL204W	HRR25	8.18	8.5	82.36	9.73	3	7.94	18.93
YPL203W	TPK2	8.13	9.92	45.33	13.04	7.47	7.92	10.21
YPL196W	OXR1	6.65	8.69	39.38	10.68	7.92	14.73	8.04
YPL195W	APL5	14.13	24.06	24.26	11.47	12.28	10.97	13.27
YPL193W	RSA1	7.16	7.15	38.05	24.79	10.41	10.79	11.52
YPL188W	POS5	8.17	10.87	141.95	39.11	26.76	28.17	14.23
YPL184C	MRN1	15.35	15.68	15.99	6.62	9.68	6.88	7.13
YPL183C	YPL183C	8.3	10.79	26.55	10.41	25.72	8.46	6.54
YPL181W	CTI6	7.47	10.58	44.19	12.37	11.45	10.5	10.82
YPL180W	TCO89	8.45	7.41	28.94	4.66	4.61	5.11	7.68
YPL179W	PPQ1	10.02	10.62	56.28	8.98	5.98	7.45	7.51
YPL178W	CBC2	9.38	11.83	30.91	7.95	10.66	7.42	8.24
YPL177C	CUP9	4.05	4.11	31.01	3.5	6.46	4.65	6.89
YPL176C	TRE1	12.29	11.74	45.22	17.88	12.28	9.08	14.58
YPL173W	MRPL40	6.45	5.15	45.71	31.6	6.44	6.32	3.81
YPL172C	COX10	5.77	5.19	37.13	6.87	2.14	5.08	3.55
YPL170W	DAP1	9.87	9.82	45.4	12.09	6.46	2.53	8.1
YPL169C	MEX67	7.74	8.21	51.14	17.81	8.11	5.21	10.94
YPL163C	SVS1	17.22	14.81	33.55	14.72	14.34	10.75	7.38
YPL161C	BEM4	6.04	8.94	31.29	7.94	13.71	21.15	10.89
YPL160W	CDC60	53.46	50	71.57	18.23	14.03	23.26	79.78
YPL159C	PET20	4.72	4.01	23.05	4.85	1.23	4.53	6.5
YPL158C	YPL158C	9.03	11.65	30.34	11.63	9.22	5.19	6.7
YPL157W	TGS1	7.25	7.3	72.31	22.23	30.62	31.77	22.77
YPL154C	PEP4	86.27	88.08	80.59	17.86	4.51	7.33	31.03
YPL152W	RRD2	9.36	9.95	68.18	13.99	6.97	11.37	13.48
YPL151C	PRP46	7.95	6.61	65.56	14.21	6	6.46	11.34
YPL149W	ATG5	6.3	11.09	40.97	17.4	11.37	6.11	7.71
YPL148C	PPT2	5	9.71	17.02	25.27	14.84	5.64	7.12
YPL147W	PXA1	14.86	13.69	44.85	9.91	0.23	5.89	5.74
YPL146C	NOP53	11.87	14.28	48.74	21.54	11.9	13.83	8.84
YPL145C	KES1	20.28	22.12	137.23	23.18	24.58	45.46	23.32
YPL144W	POC4	12.66	17.15	25.99	7.74	6.71	2.89	5.85
YPL139C	UME1	7.7	6.78	63.82	23.6	11.28	9.72	5.21
YPL138C	SPP1	3.65	7.4	30.36	14.28	16.78	8.9	5.67
YPL137C	GIP3	7.95	9.36	24.74	6.68	3.79	2.79	7.02
YPL135W	ISU1	3.09	5.24	28.78	6.48	5.73	5.55	4.51
YPL134C	ODC1	9.62	11.9	26.88	7.61	3.96	5.5	6.99
YPL133C	RDS2	6.13	6.44	34.36	10.89	10.26	6.25	5.4
YPL132W	COX11	6.63	7.44	50.83	6.2	3.89	4.7	7.1
YPL129W	TAF14	14.28	14.31	78.19	24.17	17.93	14.5	8.31
YPL128C	TBF1	6.1	8.89	33.98	5.52	6.4	9.15	6.62
YPL127C	HHO1	23.59	26.76	23.32	13.7	14.69	19.77	15.84
YPL126W	NAN1	10.01	11.48	33.46	9.14	21.13	24.01	18.69
YPL125W	KAP120	9.72	12.21	30.81	9.17	19.42	15.56	10.38
YPL124W	SPC29	5.71	6.72	28.56	9.56	2.41	3.84	5.63
YPL123C	RNY1	16.18	20.63	68.44	27.84	17.06	11.98	14.26
YPL122C	TFB2	15.25	15.04	72.51	21.36	21.56	15.04	10.01
YPL120W	VPS30	8.31	9.79	46.19	18.04	3.73	4.22	8.86
YPL118W	MRP51	12.11	13.32	33.88	7.9	0.23	2.17	6.39
YPL117C	IDI1	17.82	20.83	63.78	33.1	20.38	27.88	23.76
YPL116W	HOS3	6.01	9.32	33.55	5.94	0.23	6.19	5.69
YPL115C	BEM3	10.81	11.28	25.88	9.21	2.81	4.6	7.79
YPL112C	PEX25	7.72	12.01	23.99	3.69	9.32	7.41	10.19
YPL111W	CAR1	14.98	19.03	69.01	14.55	5.16	13.16	49.91
YPL110C	GDE1	12.82	14.42	24.29	5.58	11.45	12.44	13.51
YPL106C	SSE1	86.48	92.72	99.19	26.03	4	10.84	80.13
YPL105C	YPL105C	5.42	7.13	23.61	1.65	0.23	4.82	4.19
YPL104W	MSD1	8.22	8.44	34.08	0.23	3.4	4.48	6.31
YPL103C	FMP30	5.96	11.43	72.2	14.07	10.47	10.24	9.34
YPL101W	ELP4	17.51	13.8	160.24	26	24.32	30.3	38.44
YPL100W	ATG21	8.15	7.52	31.54	5.46	0.76	3.19	11.74
YPL099C	FMP14	11.78	9.46	93.83	15.1	14.52	10.41	8.99
YPL098C	MGR2	12.01	12.48	18.97	5.32	9.08	4.39	5.08
YPL097W	MSY1	4.97	6	31.44	0.23	0.23	1.58	2.89
YPL096C-A	ERI1	8.16	7.6	13.55	1.68	0.23	0.23	3.81
YPL096W	PNG1	5.5	9.47	31.45	6.59	12.8	11.63	5.61
YPL095C	EEB1	10.21	12.58	25.62	7.31	7.09	7.66	11.01
YPL094C	SEC62	24.83	27.3	84.66	21.75	15.19	18.92	29.62
YPL093W	NOG1	9.49	19.02	21.59	8.45	17.73	18.2	13.65
YPL092W	SSU1	11.07	14.76	24.69	7.89	18.01	18.2	14.77
YPL091W	GLR1	36.1	39.77	120.57	22.34	20.78	21.67	38.41
YPL089C	RLM1	5.15	6.42	15.32	0.23	3.87	5.1	4.57
YPL087W	YDC1	19.46	16.39	116.31	12.32	4.4	4.9	12.08
YPL086C	ELP3	13.68	15.13	62.82	32.18	40.54	24.88	30.72
YPL085W	SEC16	13.58	10.69	17.97	8.6	6.56	1.41	6.54
YPL084W	BRO1	8.24	10.01	30.54	12.8	13.78	7.04	6.87
YPL083C	SEN54	9.73	20.77	25.46	27.87	46.44	38.8	14.36
YPL082C	MOT1	6.65	8.88	19.57	8.09	4.56	1.91	2.27
YPL078C	ATP4	22.05	25.72	43.74	11.86	7.28	8.08	18.21
YPL075W	GCR1	7.28	9.86	14.81	0.23	3	5.21	2.6
YPL072W	UBP16	5.26	8.15	18.42	1.64	0.23	0.23	2.77
YPL065W	VPS28	8.38	12.17	37.37	8.65	13.34	9.63	8.33
YPL064C	CWC27	10.21	10.36	69.31	8.2	3.59	4.66	14.02
YPL063W	TIM50	22.31	25.98	74.21	19.42	7.56	9.38	17.32
YPL061W	ALD6	24.68	31.23	-4524.34	32.85	0.23	5.06	74.78
YPL059W	GRX5	23.59	22.61	32	8.37	9.91	8	10.94
YPL058C	PDR12	12.9	13.57	22.75	7.25	4.62	7.59	4.26
YPL057C	SUR1	5.55	7.12	42.86	0.23	3.81	14.14	9.39
YPL053C	KTR6	23.3	20.2	101.5	16.83	9.63	13.27	19.53
YPL052W	OAZ1	8.21	10.45	48.16	6.55	11.5	14.8	14.02
YPL051W	ARL3	8.47	7.12	55.87	6.09	3.7	4.74	6.21
YPL050C	MNN9	17.84	14.9	108.82	22.35	7.54	9.93	16.46
YPL049C	DIG1	10.04	10.39	26.7	6.38	12.77	23.01	16.02
YPL048W	CAM1	36.35	33.83	170.95	17.01	10.9	22.53	61.5
YPL046C	ELC1	6.7	8.59	18.11	7.02	2.24	2.61	3.9
YPL045W	VPS16	6.02	9.26	22.68	5.08	6.05	6.94	4.04
YPL043W	NOP4	14.58	19.66	48.91	29.75	22.09	25.34	16.79
YPL042C	SSN3	3.76	8.5	30.25	9.24	13.8	15.53	6.14
YPL038W	MET31	7.31	4.98	22.75	2.44	4.38	3.15	4.94
YPL037C	EGD1	37.41	28.83	32.92	16.43	4.55	4.85	37.92
YPL032C	SVL3	10.48	11.35	24.42	7.06	4.11	5.04	7.89
YPL031C	PHO85	13.07	18.17	43.2	13.65	12.85	13.9	13.67
YPL030W	TRM44	6.68	9.44	33.36	4.77	3.24	4.12	5.74
YPL029W	SUV3	6.53	9.2	23.13	10.6	4.38	0.23	5.29
YPL028W	ERG10	55.34	48.98	195.43	37.35	11.25	14.79	47.07
YPL026C	SKS1	4.83	3.65	67.88	6.35	0.23	8.76	6.51
YPL024W	RMI1	9.65	14.43	46.05	14.95	5.3	6.03	7.12
YPL023C	MET12	11.36	15.09	36.34	17.66	20.02	13.57	10.63
YPL022W	RAD1	7.57	8.72	20.62	9.7	11.33	5.73	5.25
YPL020C	ULP1	7.61	8.05	42.51	25.91	9.63	5.77	7.82
YPL019C	VTC3	13.56	25.3	16.51	5.78	7.12	7.59	3.66
YPL016W	SWI1	9.39	8.33	19.41	4.17	2.95	6.24	5.96
YPL013C	MRPS16	6.15	5.65	36.42	12.85	8.12	2.79	3.39
YPL012W	RRP12	12.08	16.37	21.3	9.44	21.84	29.79	17.17
YPL011C	TAF3	6.86	6.08	42.97	17.81	9.44	7.08	5.5
YPL010W	RET3	37.26	33.29	77.86	31.7	30.01	19.23	21.2
YPL009C	YPL009C	12.03	13.32	37.76	16.83	14.66	11.7	11.05
YPL008W	CHL1	6.63	7.88	20.34	12.06	5.67	3.28	5.23
YPL007C	TFC8	6.06	10.84	26.9	7.85	8.81	5.67	6.35
YPL006W	NCR1	35.8	29.72	52.52	12.96	13.43	13.62	13.22
YPL004C	LSP1	27.02	34.59	251.02	13.56	2.72	8.96	40.82
YPL003W	ULA1	10.78	10.13	62.16	6.55	5.66	8.72	14.2
YPL002C	SNF8	9.93	9.81	10.26	6.1	23.62	22.33	14.52
YPL001W	HAT1	6.92	10.29	5.91	0.23	4.17	4.68	8.46
YPR002W	PDH1	10.02	18.46	32.18	9.27	30.31	34.9	16.95
YPR004C	YPR004C	19.13	23.48	43.34	18.24	14.01	13.48	13.34
YPR006C	ICL2	91.68	78.06	151.81	47.34	23.12	15.68	264.42
YPR009W	SUT2	10.68	13.73	29.6	16.99	8.46	5.73	12.24
YPR010C	RPA135	32.59	28.35	67.46	23.37	29.18	34.01	51.49
YPR016C	TIF6	15.56	14.77	75.1	36.73	26.23	24.91	20.58
YPR017C	DSS4	14.56	10.63	99.57	19.21	5.31	4.95	12.73
YPR018W	RLF2	4.34	5.14	30.31	11.42	6.31	3.95	4.17
YPR019W	MCM4	21.9	21.76	76.95	29.13	26.24	13.36	14.4
YPR020W	ATP20	13.52	12.77	33.1	19.53	16.08	5.45	4.63
YPR021C	AGC1	12.98	14.45	37.21	17.89	20.24	9.07	6
YPR023C	EAF3	23.98	24.3	114.82	36.68	22.23	18.48	23.18
YPR024W	YME1	9.17	12.82	30.1	12.65	19.14	33.9	5.88
YPR025C	CCL1	4.91	8.91	42.95	8.69	6.42	9.91	6.57
YPR026W	ATH1	7.42	9.11	18.64	4.43	2.25	4.66	6.44
YPR028W	YOP1	40.06	36.71	70.23	25.41	6.14	6.37	40.72
YPR029C	APL4	13.74	14.95	39.2	10.22	8.16	13.48	14.83
YPR031W	NTO1	5.35	8.86	20.81	11.3	3.08	4	4.45
YPR032W	SRO7	8.17	8.63	24.54	4.96	6.23	5.13	3.88
YPR033C	HTS1	28.24	45.73	71.33	25.66	16.45	27.92	26.28
YPR034W	ARP7	6.52	10.26	40.52	10.3	21.33	26.81	10.03
YPR035W	GLN1	24.68	26.14	268.17	37.99	17.79	31.79	35.02
YPR036W	VMA13	37.53	45.24	55.75	17.08	11.84	20.4	37.86
YPR036W-A	YPR036W-A	2.61	4.71	7.76	0.67	0.23	0.23	4.81
YPR037C	ERV2	22.31	31.15	21.27	8.81	16.66	17.14	10.79
YPR040W	TIP41	7.84	8.4	26.96	2.09	7.36	15.35	12.75
YPR041W	TIF5	24.92	23.37	858.79	36.78	25.25	45.72	30.81
YPR046W	MCM16	2.33	6.72	5.44	0.23	0.23	1.85	1.06
YPR048W	TAH18	14.27	12.66	80.36	12.34	8.08	13.59	14.73
YPR049C	ATG11	9.49	8.77	37.18	4.92	3.42	4.1	10.76
YPR051W	MAK3	9.75	11.01	28.32	13.84	17.84	10.08	6.73
YPR052C	NHP6A	7.86	8.45	7.16	0.23	2.16	0.23	0.23
YPR055W	SEC8	6.48	8.07	20.31	1.7	2.51	4.65	6.03
YPR056W	TFB4	12.77	12.94	49.27	15.42	1.95	3.21	6.82
YPR057W	BRR1	7.82	9.65	20.26	3.3	3.33	5.03	5.78
YPR058W	YMC1	43.32	44.66	58.74	27.4	30.22	45.48	43.21
YPR060C	ARO7	9.18	9.53	40.32	7.78	9.93	15.42	16.55
YPR062W	FCY1	34.28	31.02	39.71	15.7	17.34	18.62	21.04
YPR065W	ROX1	3.36	5.05	18.52	0.23	0.23	5.75	7.62
YPR066W	UBA3	9.38	16.09	68.95	10.21	11.14	21.56	30.82
YPR067W	ISA2	7.62	7.62	15.9	1.23	2.62	5.39	6.33
YPR068C	HOS1	6.24	7.54	22.53	1.26	6.49	12.28	10.8
YPR069C	SPE3	122.2	87	90.72	30.89	11.88	15.37	169.64
YPR070W	MED1	7.07	10.72	38.58	5.15	7.8	21.61	10.46
YPR072W	NOT5	10.95	17.82	51.33	10.2	11.96	13.69	11.31
YPR073C	LTP1	42.4	34.7	49.95	22.47	25.41	22.44	22.31
YPR074C	TKL1	50.92	49.84	225.65	43.32	7.7	17.41	51.95
YPR075C	OPY2	20.22	18.95	170.89	14.47	21.72	57.64	31.53
YPR079W	MRL1	6.48	5.77	111.5	11.68	11.56	4.06	8.75
YPR080W	TEF1	61.64	50.69	-274.51	65.68	0.23	5.54	366.11
YPR081C	GRS2	10.77	12.4	51.17	16.75	11.89	13.65	13.01
YPR082C	DIB1	13.87	19.77	39.4	16.83	29.16	16.29	7.63
YPR085C	YPR085C	6.02	8.42	36.14	14.94	6.74	4.32	6.88
YPR086W	SUA7	16.73	19.34	68.97	25.97	27.73	25.34	21.06
YPR088C	SRP54	22.29	34.54	56.67	27.02	21.06	24.91	19.92
YPR091C	YPR091C	20.23	18.45	34.77	9.39	13.29	9.4	8.57
YPR094W	RDS3	8.56	8.24	10.34	0.23	0.23	0.23	4.42
YPR095C	SYT1	7.24	10.91	14.38	5.38	4.21	4.36	2.48
YPR097W	YPR097W	12.25	11.96	27.83	12	8.89	6.39	6.98
YPR098C	YPR098C	37.22	69.23	13.43	3.07	6.79	7.59	12.78
YPR100W	MRPL51	8.36	8.43	21.19	3.57	6.95	3.73	4.76
YPR101W	SNT309	3.83	5.68	2.13	0.23	3.54	4.85	2.3
YPR103W	PRE2	19.6	29.28	49.3	16.41	20.76	20.77	16.53
YPR105C	COG4	11.49	11.21	30.29	5.44	3.44	7.85	9.29
YPR106W	ISR1	4.56	7.6	22.51	2.67	3.41	4.3	8.37
YPR107C	YTH1	5.58	8.56	45.18	3.74	13.64	5.42	8.68
YPR108W	RPN7	21.5	28.17	136.75	23.08	30.23	32.43	22.33
YPR110C	RPC40	17.77	28.4	57.78	25.35	41.14	43.56	24.71
