	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YIL131C	FKH1	9.24	10.56	49.62	13.38	11.11	11.02	24.58
YIL130W	ASG1	5.71	5.8	17.3	2.21	0.23	2.88	4.41
YIL129C	TAO3	15.66	12.61	20.19	7.96	9.25	8.31	8
YIL128W	MET18	7.59	11.45	23.07	5.85	5.21	6.08	3.19
YIL126W	STH1	13.84	11.13	28.59	13.72	17.12	10.17	6.8
YIL125W	KGD1	27.82	30.33	29.71	16.05	35.92	30.36	12.41
YIL124W	AYR1	36.74	53.49	104	36	21.08	18.92	25.92
YIL123W	SIM1	52.99	39.87	115.03	31.28	20.91	29.49	48
YIL121W	QDR2	30.31	26.59	187.23	45.09	25.39	23.37	26.86
YIL119C	RPI1	3.76	4.77	27.17	10.61	0.23	2.41	1.56
YIL118W	RHO3	10.41	11.82	34.14	6.17	8.46	8.73	6.69
YIL117C	PRM5	7.6	9.01	41.17	6.71	5.48	9.53	7.45
YIL116W	HIS5	26.22	29.21	54.68	26.81	32.95	35.37	17.65
YIL115C	NUP159	17.82	16.46	25.75	12.22	8.69	10.02	10.24
YIL114C	POR2	20.79	26.74	39.03	9.14	6.84	8.56	9.43
YIL112W	HOS4	3.8	5.11	28.67	7.41	2.91	5.46	5.51
YIL111W	COX5B	19.92	42.83	32.63	3.12	3.46	4.54	8.98
YIL109C	SEC24	29.28	24.99	48.68	14.86	11.72	11.53	17.18
YIL107C	PFK26	13.18	12.9	45.28	2.26	1.71	5.73	11.37
YIL106W	MOB1	8.86	8.82	42.95	8.37	10.24	13.9	16.29
YIL105C	SLM1	6.34	8.17	25.74	0.23	0.23	7.46	10.77
YIL104C	SHQ1	7.43	6.55	65.09	15.58	6.9	6.07	17.19
YIL103W	DPH1	11.39	13.47	58.86	18.01	12.53	11.65	14.12
YIL098C	FMC1	6.37	7.88	33.31	7.46	3.29	0.23	2.49
YIL095W	PRK1	4.71	6.74	16.3	1.62	0.87	3.13	2.46
YIL094C	LYS12	23.13	35.93	37.22	21.28	19.36	20.08	18.84
YIL093C	RSM25	7.7	7.35	62.7	14.19	4.62	5.65	7.94
YIL090W	ICE2	10.04	13.19	59.72	19.11	22.17	25.06	14.11
YIL088C	AVT7	36.9	38.17	132.15	19.92	8.03	8.75	18.37
YIL087C	YIL087C	17.78	18.9	22.17	4.77	5.67	4.14	7.36
YIL085C	KTR7	10.27	14.54	27.71	7.88	13.88	10.47	6.91
YIL083C	YIL083C	15.88	19.78	33.41	11.67	14.3	12.05	16.24
YIL079C	AIR1	8.29	9.01	30.2	11.88	10.96	15.41	10
YIL078W	THS1	65.02	62.13	245.5	40.66	22.1	32.94	157.25
YIL076W	SEC28	33.98	46.7	42.68	15.62	11.41	14.79	27.31
YIL075C	RPN2	16.65	18.8	47.45	18.99	3.83	7.72	24.1
YIL074C	SER33	14.97	20.33	37.14	11.7	5.67	8.58	10.29
YIL070C	MAM33	4.93	11.17	17.4	0.23	2.61	0.23	0.23
YIL068C	SEC6	10.77	11.39	30.62	19.46	14.21	7.61	10.42
YIL066C	RNR3	19.89	23.53	24.72	0.23	0.23	5.07	8.37
YIL065C	FIS1	15.15	19.8	32.01	6.37	3.97	3.95	6.97
YIL064W	YIL064W	18.2	22.5	54.8	33.31	26.54	36.08	79.62
YIL063C	YRB2	18.58	17.04	58.74	7.31	2.75	8.13	22.09
YIL062C	ARC15	20.11	22.01	26.45	8.74	5.16	6.63	14.64
YIL061C	SNP1	13.96	16.38	42.13	18.62	7.26	7.35	25.83
YIL056W	VHR1	6.25	7.6	14.7	0.23	0.23	2.05	6.47
YIL053W	RHR2	30.53	29.26	88.04	17.6	0.23	2.63	34.57
YIL051C	MMF1	32.26	35.15	22.03	8.77	5.78	7.32	26.42
YIL050W	PCL7	5.56	7.97	17.89	1.6	3.39	6.43	10.68
YIL049W	DFG10	9.86	6.7	29.05	3.35	11.7	8.27	16.91
YIL048W	NEO1	11.53	12.63	23.86	0.23	2.89	6.6	16.15
YIL047C	SYG1	11.8	14.23	26.88	9.66	3.93	7.6	9.39
YIL046W	MET30	6.17	8.81	33.85	5.94	4.88	10.55	10.16
YIL045W	PIG2	6.48	8.97	25.65	0.23	0.23	7.25	17.77
YIL044C	AGE2	14.51	17.69	23.53	4.85	8.46	13.09	14.44
YIL043C	CBR1	81.02	104.07	88.23	25.3	24.73	26.86	54.19
YIL042C	PKP1	3.51	6.42	19.71	0.23	5.39	6.37	7.3
YIL041W	GVP36	21.75	21.53	42.26	13.51	9.97	10.94	20.02
YIL040W	APQ12	7.85	7.86	20.61	5.41	4.98	4.4	6.62
YIL038C	NOT3	6.91	9.22	23.79	6.02	6	17.37	7.48
YIL036W	CST6	9.42	9.76	51.7	6.27	2.74	9.19	11.58
YIL035C	CKA1	9.61	10.23	48.76	12.75	3.72	3.71	10.67
YIL034C	CAP2	22.37	26.57	53.42	19.48	13.58	15.81	21.44
YIL033C	BCY1	13.72	15.94	44.25	9.89	8.99	10.64	18.65
YIL031W	ULP2	6.03	4.7	28.04	1.52	1.69	7.23	5.89
YIL030C	SSM4	18.85	17.83	62.1	17.56	17.22	12.22	12.46
YIL027C	KRE27	14.55	12.24	55.47	19.08	9.57	4.2	8.52
YIL026C	IRR1	9.44	7.71	29.32	8.34	4.76	4.84	7.76
YIL023C	YKE4	6.09	8.28	51.65	9.07	7.83	10.96	9.89
YIL022W	TIM44	9.52	15.09	49.35	12.27	14.25	25.43	9.82
YIL021W	RPB3	10.02	12.72	53.35	15.15	12.7	16.2	9.91
YIL020C	HIS6	18.97	18.34	54.88	19.24	27.5	18.7	13.26
YIL019W	FAF1	11.71	12.36	44.81	19.82	34.21	36.41	17.47
YIL016W	SNL1	21.72	32.81	15.67	5.63	11.42	7.48	6.94
YIL015W	BAR1	11.65	12.64	64.04	13	7.67	12.64	12.07
YIL014W	MNT3	10.29	14.04	25	13.87	14.84	10.52	7.83
YIL011W	TIR3	26.41	43.64	21.91	19.91	30.5	14.59	9.72
YIL010W	DOT5	27.35	37.9	55.97	17.98	40.48	19.7	20.5
YIL009C-A	EST3	9.34	10.25	33.42	16.32	18.92	9.09	10.47
YIL009W	FAA3	11.78	16.12	32.03	9.49	12.26	16.45	4.17
YIL008W	URM1	13.83	15.87	22.69	15.87	17.92	22.76	14.96
YIL007C	NAS2	5.39	5.02	42.44	3.03	7.32	4.99	11.24
YIL006W	YIA6	3.06	2.48	37.69	0.23	1.86	5.74	3.65
YIL005W	EPS1	12.32	17.84	16.86	6.79	6.27	9.41	5.39
YIL004C	BET1	14.05	12.79	34.53	12.15	12.16	15.35	9.63
YIL003W	CFD1	29.67	39.83	47.07	16.47	23.18	19.45	27.36
YIL002C	INP51	15	11.04	31.77	4.34	14.96	7.93	13.61
YIR001C	SGN1	7.74	7.72	27.99	13.46	17.05	24.72	12.68
YIR002C	MPH1	11.27	11.87	19.56	0.23	5.1	8.43	10.81
YIR003W	YIR003W	13.19	17.25	42.91	7.84	11.36	13.82	14.8
YIR004W	DJP1	11.21	20.67	35.76	16.17	8.03	6.6	7.51
YIR006C	PAN1	14.19	12.48	33.02	12.96	3.61	3.3	6.99
YIR008C	PRI1	8.28	10.16	43.82	7.89	8.21	6	7.96
YIR010W	DSN1	7.08	8.66	24.35	3.16	0.23	5.7	7.3
YIR011C	STS1	5.67	8.9	41.43	6.51	4.22	6.43	9.3
YIR012W	SQT1	17.19	19.63	103.87	35.55	20.07	28.95	20.21
YIR018W	YAP5	4.45	7.53	108.28	3.68	7.31	11.31	7.52
YIR022W	SEC11	22.85	27.71	38.89	17.46	32.28	29.88	12.35
YIR023W	DAL81	6.93	8.76	22.78	4.92	4.44	3.14	4.82
YIR024C	YIR024C	7.24	7.73	41.48	21.98	6.88	2.01	3.91
YIR026C	YVH1	19.27	22.35	56.39	38.51	53.66	49.21	56.92
YIR030C	DCG1	20.84	18.42	42.46	21.79	9.1	2.86	6.06
YIR031C	DAL7	1.86	7.75	8.61	3.17	0.23	1.47	0.23
YIR033W	MGA2	10.51	8.75	37.31	5.58	4.44	4.99	11.54
YIR034C	LYS1	12.98	20.84	29.79	11.17	10.53	10.37	9.75
YIR037W	HYR1	55.84	79.15	23.02	17.63	36	16.74	22.06
YIR038C	GTT1	68.6	119.72	60.91	29.14	32.19	21.05	17.98
YJL223C	PAU1	2.2	4.59	5.56	1.75	0.23	0.23	0.23
YJL217W	YJL217W	64.89	67.33	79.66	43.94	40.17	30.36	200.85
YJL213W	YJL213W	9.54	8.66	25.49	1.31	0.23	3.96	0.6
YJL212C	OPT1	9.73	9.27	37.67	9.41	6.95	6.18	4.93
YJL210W	PEX2	9.45	15.1	50.56	18.46	7.59	5.32	5.94
YJL209W	CBP1	6.06	6.34	27.05	3.98	0.23	1.97	4.3
YJL208C	NUC1	8.68	12.2	34.55	33.32	32.53	13.83	6.89
YJL207C	LAA1	10.73	15.36	21.37	8.93	22.96	9.97	6.51
YJL205C	NCE101	13.92	17.27	8.92	4.48	4.15	2.03	4.49
YJL204C	RCY1	28.54	34.8	44.72	17.97	19.22	14.03	18.02
YJL203W	PRP21	3.35	9.04	19.68	11.34	14.1	9	3.67
YJL201W	ECM25	4.88	6.41	26.99	4.78	2.22	5.39	8.92
YJL200C	ACO2	14.95	18.2	27.16	10.38	21.52	30.74	13.76
YJL198W	PHO90	14.47	14.84	39.3	11.48	16.46	16.26	26.3
YJL197W	UBP12	8.12	7.87	20.17	10.2	5.16	2.57	3.42
YJL196C	ELO1	35.91	46.59	108.4	12.94	5.44	10.78	32.92
YJL194W	CDC6	4.04	4.11	12.27	0.23	0.23	3.23	4.2
YJL192C	SOP4	26.02	31.66	14.64	7.22	20.32	15.32	14.15
YJL187C	SWE1	7.99	12.31	10.31	0.23	6.02	11.14	4.2
YJL186W	MNN5	15.08	27.18	21.69	4.18	11.36	13.87	9.55
YJL184W	GON7	13.89	12.71	13.27	4.86	7	5.34	5.87
YJL183W	MNN11	25.37	30.41	47.46	13.91	10.62	13.42	18.71
YJL180C	ATP12	5.2	9.01	17.99	3.14	1.1	1.57	5.26
YJL178C	ATG27	19	28.04	28.78	7.71	11.1	9.42	11.82
YJL176C	SWI3	7.65	7.84	18.32	1.8	12.36	24.36	7.22
YJL174W	KRE9	10.24	12.74	27.3	6.55	15.14	20.25	15.32
YJL173C	RFA3	21.34	22.41	20.59	8.67	5.94	6.08	8.7
YJL172W	CPS1	201.16	138.67	85.98	18.34	11.11	23.39	43.65
YJL171C	YJL171C	37.74	52.76	36.67	9.76	4.37	11.39	22.66
YJL168C	SET2	5.3	9.17	11.96	0.23	2.24	6.53	2.71
YJL167W	ERG20	37.32	47.09	74.12	15.69	16.45	22.1	37.99
YJL166W	QCR8	10.87	11.9	18.48	2.52	2.38	3.23	9.06
YJL165C	HAL5	7.13	9.47	28.42	2.91	5.97	6.78	6.8
YJL164C	TPK1	21.27	23.83	93.43	3.68	3.37	12.35	18.16
YJL159W	HSP150	23.85	25.11	59.6	14.93	3.94	7.85	17.98
YJL158C	CIS3	29.85	31.31	41.66	19.56	13.02	12.5	23.08
YJL157C	FAR1	8.02	8.69	29.43	13.15	11.84	10.49	8.76
YJL155C	FBP26	6.96	5.92	60.04	10.66	3.4	3.24	9.29
YJL154C	VPS35	7.71	13.12	17.14	6.95	6.49	6.11	6.91
YJL153C	INO1	20.46	99.4	7.01	0.23	4.93	8.99	7.83
YJL151C	SNA3	19.5	20.84	24	8.1	7.79	6.8	14.68
YJL148W	RPA34	9.88	11.54	24.87	10.3	25.35	29.99	13.08
YJL146W	IDS2	6.7	7.82	28.75	3.65	5.25	6.26	8.85
YJL145W	SFH5	19.03	23.26	23.51	7.22	7.46	8.31	21.04
YJL143W	TIM17	14.3	13.37	59.43	11.27	15.42	11.35	10.23
YJL141C	YAK1	6.69	6.49	16.13	0.23	0.23	4.63	9.54
YJL140W	RPB4	13.57	14.59	34.68	10.24	6.65	5.52	10.75
YJL138C	TIF2	50.3	55.8	165.13	39.9	6.07	14.6	106.18
YJL137C	GLG2	17.64	15.15	43.92	8.62	8.12	15.38	26.88
YJL134W	LCB3	7.74	9.08	31.6	9.12	14.17	16.38	14.23
YJL133W	MRS3	3.1	4	16.88	2.45	4.03	5.41	3.99
YJL131C	YJL131C	6.05	11.01	28.59	16.39	9.38	6.27	3.87
YJL130C	URA2	27.99	41.19	39.36	14.89	9.14	15.07	23.98
YJL129C	TRK1	9.73	9.63	25.09	12.59	9.14	5.78	7.55
YJL128C	PBS2	6.75	8.87	28.66	9.22	4.6	6.49	7.48
YJL126W	NIT2	14.04	20.46	46.36	11.57	17.69	10.78	8.77
YJL125C	GCD14	6.2	10.16	27.69	9.54	39.37	29.73	7.43
YJL124C	LSM1	11.62	12.88	24.66	12.88	8.72	8.05	5.79
YJL123C	YJL123C	9.19	10.9	54.71	20.1	15.43	20.78	12.9
YJL122W	ALB1	7.47	8.89	21.05	7.16	4.66	5.79	3.73
YJL121C	RPE1	74.14	64.52	76.31	32.54	26.96	32.41	89.53
YJL118W	YJL118W	4.35	5.08	17.45	3.89	9.74	0.23	4.85
YJL117W	PHO86	16.06	16.48	72.4	17.98	10.1	9.62	16.69
YJL115W	ASF1	5.79	11.34	30.02	10	12.5	15.33	3.48
YJL112W	MDV1	8.75	9.19	44.62	8.27	1.54	3.28	7.46
YJL111W	CCT7	24.37	29.26	67.81	22.3	17.6	18.41	15.43
YJL110C	GZF3	2.1	5.76	21.94	13.83	9.91	7.52	4.39
YJL109C	UTP10	13.21	13.27	33.24	10.63	11.5	13.05	13.8
YJL104W	PAM16	5.69	7.84	12.16	4.26	6.28	3.74	1.88
YJL102W	MEF2	10.54	16.81	23.38	12.74	1.27	0.23	5.94
YJL101C	GSH1	7.83	14.4	20.79	9.22	7.96	10.18	5.68
YJL098W	SAP185	3.27	6.48	17.88	9.56	15.97	4.17	0.23
YJL097W	PHS1	18.97	16.07	46.19	16.44	15.69	13.63	12.75
YJL096W	MRPL49	7.72	7.47	22.74	3.89	1.37	1.33	2.59
YJL095W	BCK1	9.19	11.87	17.17	6.18	5.95	2.23	0.23
YJL094C	KHA1	7.95	8.4	24.89	11.22	8.57	3.43	5.35
YJL093C	TOK1	10.42	14.86	31.21	12.96	6.76	9.04	7.76
YJL092W	SRS2	9.23	9.46	22.43	6.54	11.03	8.52	5.85
YJL091C	GWT1	12.62	15.11	39.13	27.5	15.42	10.59	6.41
YJL090C	DPB11	5.62	5.79	18.45	6.65	3.28	1.43	4.3
YJL088W	ARG3	25.96	23.64	37.49	6.45	4.56	3.95	8.25
YJL085W	EXO70	8.25	10.54	41.94	15.99	17.58	9.41	4.97
YJL084C	ALY2	6.94	7.1	25.63	6.19	5.46	2.2	4.05
YJL082W	IML2	3.3	6.08	11.02	1.46	2.99	3.74	0.23
YJL081C	ARP4	20.95	20.63	81.84	30.42	32.72	21.83	14.71
YJL080C	SCP160	45.81	43.21	41.36	13.27	13.12	15.69	18.54
YJL079C	PRY1	9.09	9.25	15.95	9.01	10.31	9.22	11.79
YJL078C	PRY3	9.38	6.5	22.88	5.95	11.2	19.44	10.62
YJL076W	NET1	16.2	23.33	24.3	7.96	6.75	10.19	9.05
YJL074C	SMC3	14.87	14.28	31.85	12.76	22.83	10.9	6.34
YJL073W	JEM1	11.63	8.43	30.46	16.61	5.63	4.54	7.25
YJL072C	PSF2	6.25	9.94	33.36	24.77	13.62	5.5	4.12
YJL071W	ARG2	12.12	11.34	41.11	13.54	7.05	3.13	6.6
YJL069C	UTP18	8.13	10.86	33.85	14.32	11.08	10.7	11.19
YJL068C	YJL068C	52.28	72.33	47.46	15.02	18.44	20	32.32
YJL066C	MPM1	7.82	8.74	50.36	3.37	5.3	10.54	10.8
YJL065C	DLS1	7.53	8.27	34.09	8.54	8.42	4.93	8.21
YJL063C	MRPL8	10.03	11.45	31.54	7.27	7.38	5.49	8.88
YJL062W-A	YJL062W-A	7.9	11.75	7.54	0.23	2.65	1.01	3.98
YJL062W	LAS21	16.94	19.8	29.42	5.34	5.64	5.21	7.39
YJL061W	NUP82	9.12	11.44	32.11	9.43	5.41	6.45	7.61
YJL060W	BNA3	28.12	32.2	49.06	10.89	9.98	16.21	17.9
YJL059W	YHC3	12.6	12.36	55.74	15.24	11.01	5.27	6.5
YJL058C	BIT61	6.88	6.96	30.7	4.75	2.62	4.62	4.17
YJL054W	TIM54	13.08	17.87	42.86	16.6	15.35	35.29	16.38
YJL053W	PEP8	3.97	11.43	17.31	4.27	14.44	11.19	7.59
YJL052W	TDH1	110.64	202.62	48.22	14.63	5.45	8.48	24.52
YJL051W	IRC8	8.42	8.1	28.51	6.46	12.8	16.68	15.32
YJL050W	MTR4	15.82	20.8	24.07	12.12	28.28	20.62	16.39
YJL048C	UBX6	4.22	5.75	15.96	2.73	2.65	9.09	7.69
YJL047C	RTT101	37.09	35.08	100.53	28.04	17.12	11.62	26.42
YJL046W	YJL046W	8.56	7.38	49.28	14.81	4.06	3.28	6.81
YJL044C	GYP6	12.23	11.34	2156.64	36.49	11.11	16.67	18.18
YJL042W	MHP1	17.66	18.48	26.25	12.34	6.5	6.21	8.77
YJL041W	NSP1	24.29	24.42	34.11	14.04	15.77	15.21	13.72
YJL039C	NUP192	15.48	13.11	38.58	12.7	18.88	15.45	9.49
YJL036W	SNX4	6.41	8.21	52.95	16.52	3.6	6.12	5.13
YJL035C	TAD2	17.25	24.54	39.29	14.29	7.96	11.54	13.34
YJL034W	KAR2	42.15	58.99	81.87	24.19	4.71	9.66	30.06
YJL033W	HCA4	8.68	8.34	31.52	17.73	18.73	24.08	34.45
YJL031C	BET4	7.82	12.01	54.3	27.94	12.94	5	6.48
YJL030W	MAD2	9.77	8.08	30.06	21.34	5.05	2.61	3.75
YJL029C	VPS53	7.01	8.76	20.29	13.29	7.16	5.87	8.63
YJL026W	RNR2	67.44	88.7	92.05	25.4	27.13	35.91	84.06
YJL025W	RRN7	5.02	5.39	29.05	9.74	8.92	6.16	7.9
YJL024C	APS3	11.95	14.44	36.53	11.87	35.85	17.76	10.97
YJL023C	PET130	6.61	11.41	29.43	8.72	6.18	4.95	6.87
YJL020C	BBC1	19.79	19.33	36.45	10.39	6.86	9.3	8.88
YJL014W	CCT3	26.45	25.26	157.5	35.32	33	31.39	26.7
YJL013C	MAD3	4.49	11.29	35.51	20.46	10.2	3.27	6.17
YJL012C	VTC4	24.11	30	53.59	26.48	17.77	17.68	19.49
YJL011C	RPC17	6.51	8.38	27.89	8.76	18.29	8.67	6.58
YJL010C	NOP9	8.35	11.86	37.32	25.32	33.35	30.59	8.29
YJL008C	CCT8	32.42	30.31	140.67	30.24	27.55	31.03	31.5
YJL006C	CTK2	2.25	7.92	9.51	0.23	2.69	3.4	3.94
YJL005W	CYR1	14.75	11.44	38.61	13.71	7.85	6.45	9.22
YJL004C	SYS1	13.29	13.88	45.96	13.26	14.22	14.46	8.97
