	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YPL180W	TCO89	8.72	9.68	2.41	8.68	17.04	18.25	12.96
YPL179W	PPQ1	27.42	26.99	7.26	20.16	34.66	31.08	38.7
YPL178W	CBC2	33.68	33.16	10.77	28.68	33.8	49.29	31.16
YPL177C	CUP9	25.68	22.56	2.89	13.26	20.66	41.33	26.32
YPL176C	TRE1	11.9	12.31	3.25	4.65	6.71	8.07	6.89
YPL173W	MRPL40	6.85	11.56	0.79	0.66	2.34	5.51	10.43
YPL172C	COX10	10.24	12.24	0.94	1.13	7.7	6.04	14.97
YPL170W	DAP1	4.86	6.94	1.83	3.31	7.96	24.77	8.97
YPL169C	MEX67	22.92	26.05	3.91	6.65	16.94	28.41	18.7
YPL163C	SVS1	38.56	53.5	21.93	28.21	33.16	31.1	45.4
YPL161C	BEM4	8.51	7.41	1.74	5.52	7.34	8.11	9.69
YPL160W	CDC60	32.01	30.92	31.95	63.12	85.38	44.92	15.93
YPL159C	PET20	13.36	15.96	3.07	12.61	73.53	36.92	32.15
YPL158C	YPL158C	57.66	48.9	11.71	12.89	17.89	29.67	17.17
YPL157W	TGS1	17.06	17.75	1.7	3.2	2.13	1.41	1.48
YPL154C	PEP4	16.36	19.41	28.64	74.01	357.06	255.39	92.98
YPL152W	RRD2	5.16	6.36	1.2	3.25	12.41	12.79	10.64
YPL151C	PRP46	14.25	14.88	1.56	3.98	13.32	15.58	12.99
YPL149W	ATG5	18.63	13.64	2.72	5.41	11.35	24.41	22.34
YPL148C	PPT2	7.07	4.81	1.48	1.71	3.31	8.87	8.8
YPL147W	PXA1	2.15	2.31	0.74	2.11	148.17	13.15	13.15
YPL146C	NOP53	37.94	33.86	9.09	11.63	21.67	17.88	14.05
YPL145C	KES1	25.27	24.51	9.58	18.34	15.15	7.51	12.6
YPL144W	POC4	17.48	17.64	11.05	29.84	33.09	61.31	25.94
YPL139C	UME1	12.64	17.55	1.9	3.02	6.68	9.66	14.21
YPL138C	SPP1	15.13	11.64	1.32	2.84	5.13	10.63	14.61
YPL137C	GIP3	11.39	15.55	4.48	9.69	22.79	32.79	14.84
YPL135W	ISU1	119.23	101.96	17.16	57.44	96.57	121.41	154.45
YPL134C	ODC1	5.53	5.82	2.26	5.21	15.94	12.94	10.4
YPL133C	RDS2	9.28	8.65	1.04	2.35	3.64	3.85	3.71
YPL132W	COX11	6.63	7.07	0.69	2.57	5.09	4.3	4.68
YPL129W	TAF14	25.62	27.14	7.46	14.22	17.03	19.23	25.62
YPL128C	TBF1	14.5	16.29	2.93	11.25	14.85	9.46	10.87
YPL127C	HHO1	20.12	28.46	25.83	44.26	49.62	25.11	20.42
YPL126W	NAN1	29.95	26.87	5.94	13.52	8.82	4.11	2.34
YPL125W	KAP120	12.16	13.24	4.12	7.26	6.19	7.22	8.87
YPL124W	SPC29	5.84	6.54	1.15	2.44	10.44	12.54	9.66
YPL123C	RNY1	1.1	1.35	0.6	1.02	2.75	6.2	7.23
YPL122C	TFB2	10.69	10.68	3.06	5.46	7.23	10.29	10.06
YPL120W	VPS30	10.73	8.71	2.22	3.36	18.06	18.38	11.08
YPL118W	MRP51	24.48	24.36	8.36	20.04	788.78	111.23	41.67
YPL117C	IDI1	36.26	36.56	14.29	27.35	26.42	18.06	15.62
YPL116W	HOS3	21.86	16.33	4.92	17.45	576.92	25.85	22.49
YPL115C	BEM3	19.36	19.85	6.49	10.86	32.53	25.87	16.92
YPL112C	PEX25	22.61	19.27	7.52	32.85	28.74	35.73	19.91
YPL111W	CAR1	117.27	102.94	62.1	213.44	573.43	223.94	90.5
YPL110C	GDE1	3.86	4.24	1.2	4.2	4.68	5.19	4.12
YPL106C	SSE1	43.48	36.41	61.45	125.72	583.38	242.71	82.55
YPL105C	YPL105C	29.01	26.12	4.63	26.34	477.07	30.91	29.02
YPL104W	MSD1	9.4	9.38	1.66	149.66	27.42	27.75	18.53
YPL103C	FMP30	7.77	7.73	0.98	3.2	3.74	3.15	5.46
YPL101W	ELP4	17.23	17.38	4.17	8.02	8.15	5.46	6.33
YPL100W	ATG21	10.97	12.67	2.49	11.49	169.75	63.21	18.24
YPL099C	FMP14	7.89	9.78	2.19	5.6	4.15	5.54	7.17
YPL098C	MGR2	33.06	38.09	24.02	59.98	42.77	84.98	51.42
YPL097W	MSY1	8.75	9.72	1.24	94.16	180.23	32.86	20.46
YPL096C-A	ERI1	30.3	29.23	14.23	66.02	429.03	520.51	35.03
YPL096W	PNG1	10.18	10.21	1.41	6	7.33	9.2	9.18
YPL095C	EEB1	20.96	13.01	6.35	22.11	31.54	34.03	19.48
YPL094C	SEC62	26.17	23.8	16.58	31.97	33.1	27.27	14.02
YPL093W	NOG1	59	41.81	14.81	18.93	5.48	1.87	1.09
YPL092W	SSU1	12.39	14.49	4.33	12.32	8.37	5.08	2.78
YPL091W	GLR1	22.59	22.79	16.8	42.71	60.41	56.93	28.4
YPL089C	RLM1	8.4	9.56	1.41	87.49	12.74	9.73	11.2
YPL087W	YDC1	8.67	9.74	4.39	15.44	36.3	42.2	26.7
YPL086C	ELP3	24.01	24.72	4.59	7.38	7.48	8.73	4.7
YPL085W	SEC16	11.54	15.17	6.1	10.44	11.76	36.84	8.75
YPL084W	BRO1	10.59	9.91	3.08	4.31	4.54	7.25	5.86
YPL083C	SEN54	3.96	3.35	1.39	1.78	1.42	1.23	0.99
YPL082C	MOT1	43.46	37.27	8.48	11.78	15.82	32.57	29.31
YPL078C	ATP4	37.95	35.8	34.18	83.52	117.72	113.58	56.01
YPL075W	GCR1	30.09	21.34	8.41	341.38	48.61	28.07	53.08
YPL072W	UBP16	8.78	7.74	1.67	8.99	148.04	261.8	19.94
YPL065W	VPS28	12.22	12.5	3.35	12.22	13.29	20.95	20.18
YPL064C	CWC27	10.97	9.5	2.24	13.45	46.05	55.66	27.18
YPL063W	TIM50	13.29	14.65	6.35	12.94	32.88	28.5	15.48
YPL061W	ALD6	92.82	95.76	70.65	184.56	14127.14	691.23	192.59
YPL059W	GRX5	12.74	15.34	11.81	34.94	33.55	41.08	27.43
YPL058C	PDR12	25.39	21	9.62	18.24	39.51	23.92	33.94
YPL057C	SUR1	23.75	25.34	4.66	893.7	147.28	51.32	61.95
YPL053C	KTR6	25.19	24.11	9.5	22.8	41.24	30.15	20.76
YPL052W	OAZ1	12.25	10.86	1.61	9.99	10.95	10.77	11.64
YPL051W	ARL3	9.99	11.97	1.7	9.86	18.52	22.67	19.18
YPL050C	MNN9	22.83	24.03	6.9	11.28	19.72	14.4	12.82
YPL049C	DIG1	21.63	22.85	8.86	24.51	19.46	10.97	13.96
YPL048W	CAM1	9.23	9.61	6.35	24.85	48.77	35.75	20.59
YPL046C	ELC1	9.35	9.37	2.98	6.68	24.35	23.88	10.01
YPL045W	VPS16	4.9	4.12	1.1	3.22	5.71	6.28	7.87
YPL043W	NOP4	60.61	44.25	16.17	15.64	16.36	9.26	6.78
YPL042C	SSN3	21.28	13.51	2.53	4.56	5.69	7.3	14.7
YPL038W	MET31	14.07	19.68	3.73	24.49	18.08	25.88	13.79
YPL037C	EGD1	111.17	117.02	164.53	270.12	618.51	565.7	120.83
YPL032C	SVL3	21.06	22.13	9.34	16.08	34.17	21.83	10.74
YPL031C	PHO85	13.33	12.4	5.74	12.1	17.21	14.85	13.32
YPL030W	TRM44	25.6	19.92	3.57	14.32	29.01	22.09	16.54
YPL029W	SUV3	13.25	11.92	2.15	1.8	3.67	69.48	8.57
YPL028W	ERG10	40.13	39.48	41.78	71.92	132.36	98.81	46.08
YPL026C	SKS1	16.45	22.54	2.33	6.94	232.9	12.12	28.81
YPL024W	RMI1	9.75	8.74	2.94	6.29	20.39	19.53	17.61
YPL023C	MET12	14.69	15.52	4.95	6.86	7.47	10.82	12.34
YPL022W	RAD1	14.28	13.55	3.57	4.87	5.76	7.56	11.48
YPL020C	ULP1	17.81	15.08	2.19	1.97	5.66	13.63	12.89
YPL019C	VTC3	7.61	5.86	4.48	7.98	12.11	13.3	18.53
YPL016W	SWI1	12.03	14.69	3.41	10.26	24.98	15.72	12.72
YPL013C	MRPS16	64.21	67.96	12.1	17.97	22.58	48.19	49.1
YPL012W	RRP12	41.06	38.62	12.73	24.97	12.08	4.24	1.91
YPL011C	TAF3	17.62	18.37	2.71	4.23	7.83	12.07	17.45
YPL010W	RET3	21.23	23.65	22.47	28.14	20.65	30.32	21.76
YPL009C	YPL009C	18.7	18.16	6.17	9.08	13.42	18.11	13.54
YPL008W	CHL1	19.82	16.65	3.72	3.13	8.48	21.18	16.64
YPL007C	TFC8	9.37	6.98	1.67	4.81	6.93	9.45	9.47
YPL006W	NCR1	6.46	6.84	5.33	12.83	14.52	12.43	10.8
YPL004C	LSP1	21.8	21.96	17.79	97.83	515.54	208.79	89.65
YPL003W	ULA1	5.5	5.9	2.66	13.28	23.42	19.34	11.97
YPL002C	SNF8	8.36	8.75	8.6	20.14	8.37	8.58	10.29
YPL001W	HAT1	12.66	10.44	18.07	503.17	51.01	40.43	22.99
YPR002W	PDH1	1.44	1.47	0.68	1.59	1.07	0.52	0.47
YPR004C	YPR004C	22.07	22.62	10	13.7	18.44	20.05	17.76
YPR006C	ICL2	0.71	0.84	0.69	0.72	0.99	0.77	0.35
YPR009W	SUT2	10.32	8.32	2.7	2.78	5.48	4.32	3.19
YPR010C	RPA135	51.59	47.11	26.67	44.33	27.89	12.54	3.86
YPR016C	TIF6	59.76	60.82	22.02	31.56	34.12	28.96	25.6
YPR017C	DSS4	8.3	10.73	2.41	5.81	18.09	20.52	12.28
YPR018W	RLF2	15.48	15.94	1.79	2.3	6.53	8.48	10.52
YPR019W	MCM4	13.37	13.81	4.21	5.35	4.1	6.39	6.6
YPR020W	ATP20	27.85	30.22	11.4	13.36	9.7	22.85	29.08
YPR021C	AGC1	3.05	3.2	1.01	1.1	0.96	2.09	3.3
YPR023C	EAF3	13.23	13.4	5.53	7.67	14.37	16.97	13.97
YPR024W	YME1	17.17	19.79	5.33	7.79	9.42	5.95	19.45
YPR025C	CCL1	7.78	7.05	0.97	3.39	12.4	13.92	12.53
YPR026W	ATH1	2.98	3.82	1.04	3.59	27.99	33.06	25.49
YPR028W	YOP1	54.62	50.55	63.67	120.05	288.39	270.71	81.92
YPR029C	APL4	16.87	15.91	5.63	14.78	27.94	18.19	14.99
YPR031W	NTO1	9.04	6.98	1.35	1.73	4.57	4.66	4.4
YPR032W	SRO7	7.47	8.22	2	5.04	8.75	10.48	10.12
YPR033C	HTS1	45.89	39	28.92	52.26	76.45	35.7	20.52
YPR034W	ARP7	15.43	13.97	2.39	6.89	5.85	4.38	7.25
YPR035W	GLN1	130.61	98.22	61.38	89.86	105.61	43.1	38.45
YPR036W	VMA13	35.06	32.05	30.39	71.89	134.27	77.96	37.13
YPR036W-A	YPR036W-A	484.91	299.45	189.74	2681.13	8533.44	9989.26	779.27
YPR037C	ERV2	7.46	8.05	6.2	11.95	12.53	8.87	6.66
YPR040W	TIP41	10.59	12.01	3.12	45.98	38.4	18.53	12.47
YPR041W	TIF5	32.07	30.87	11.17	25.67	25.04	11.73	15.96
YPR046W	MCM16	21.99	13.7	8.91	274.91	606.98	95.4	80.75
YPR048W	TAH18	8.44	8.56	2.02	5.97	9.88	6.19	4.58
YPR049C	ATG11	8.25	9.2	1.75	8.8	26.3	29.18	12.63
YPR051W	MAK3	34.09	31.44	9.88	13.65	11.17	16.62	18.93
YPR052C	NHP6A	78.98	75.78	74.08	1497.08	178.74	1572.12	1173.17
YPR055W	SEC8	10.96	11.38	2.34	17.57	33.22	25.43	15.15
YPR056W	TFB4	11.07	12.99	3.59	7	49.71	27.39	14.43
YPR057W	BRR1	23.43	21.09	6.93	45.03	92.1	73.43	46.87
YPR058W	YMC1	8.75	9.78	7.58	10.41	9.27	4.46	2.44
YPR060C	ARO7	23.33	26.07	6.36	29.71	29.35	19.66	13.03
YPR062W	FCY1	49.89	50.03	42.12	76.59	64.09	55.08	42.13
YPR065W	ROX1	49.69	46.18	10.41	899.37	2192.39	129.39	83.24
YPR066W	UBA3	6.05	4.33	1.54	7.69	7.31	3.42	2.95
YPR067W	ISA2	24.22	25.73	12.21	138.34	88.89	48.68	42.75
YPR068C	HOS1	4.7	4.1	1.47	25.5	13.73	8.08	6.77
YPR069C	SPE3	28.17	30.14	57.38	106.44	176.17	136.01	34.59
YPR070W	MED1	13.34	10.99	2.09	13.16	16.99	9.03	11.05
YPR072W	NOT5	23.13	20.91	6.57	20.01	32.08	27.78	23.58
YPR073C	LTP1	13.08	15.5	15.26	28.3	22.1	26.21	21.34
YPR074C	TKL1	89.32	72.37	77.11	134.6	317.01	124.14	59.17
YPR075C	OPY2	8.15	10.44	4.11	17.17	17.4	8.36	10.7
YPR079W	MRL1	5.09	5.89	0.82	2.36	2.84	8.48	6.47
YPR080W	TEF1	191.04	129.91	189.11	316.89	22119.18	853.47	192.6
YPR081C	GRS2	2.35	2.52	0.63	1.6	2.93	3.5	4.63
YPR082C	DIB1	20.98	18.96	7.11	10.29	8.03	13.66	15.5
YPR085C	YPR085C	13.46	10.02	1.9	3.57	9.91	16.02	9.92
YPR086W	SUA7	17.84	19.72	6.43	11.29	16.07	14.73	13.69
YPR088C	SRP54	43.05	38.63	25.25	35.48	49.38	37.07	24.65
YPR091C	YPR091C	5.21	7.08	3.32	8.2	8.15	9.9	9.56
YPR094W	RDS3	13.28	13.16	11.19	396.84	452.96	448.45	28.54
YPR095C	SYT1	7.44	7.7	2.27	4.39	10	13.62	14.39
YPR097W	YPR097W	8.73	10.54	3.63	5.93	10.03	13.21	8.18
YPR098C	YPR098C	8.5	7.01	21.13	107.02	82	80.85	44.6
YPR100W	MRPL51	25.29	28.07	9.77	38.07	19.05	41.54	33.69
YPR101W	SNT309	31.64	24.86	65.71	1073.06	112.59	73.24	92.71
YPR103W	PRE2	48.12	42.87	31.64	70.77	74.03	74.5	75.02
YPR105C	COG4	15.44	16.61	5.24	17.93	47.81	27.53	22.32
YPR106W	ISR1	33.79	22.27	4.51	36.56	70.46	65.53	28.61
YPR107C	YTH1	11.19	9.56	2.16	19.71	10.76	33.46	23.68
YPR108W	RPN7	27.08	30.18	11.09	31.6	28.92	28.86	39.65
YPR110C	RPC40	33.45	30.64	12.13	23.93	14.34	7.55	5.83
YPR111W	DBF20	9.52	8.1	1.82	8.29	10.32	6.44	7.3
YPR112C	MRD1	22.11	25.24	3.52	4.7	2.91	0.99	0.23
YPR113W	PIS1	37.22	35.05	21.5	38.92	49.45	25.33	17.79
YPR118W	MRI1	20.42	16.84	15.44	20.98	26.06	23.28	13.26
YPR120C	CLB5	18.39	14.39	2.18	7.93	5.84	5.18	6.67
YPR121W	THI22	11.22	8.43	4.51	192.82	513.16	459.65	39.5
YPR122W	AXL1	23.78	19.65	5.18	18.3	27.78	36.71	22.13
YPR124W	CTR1	47.58	34.45	8.1	7.4	7.24	6.81	5.22
YPR125W	YLH47	21.12	24.44	3.08	8.31	9	11.7	13.02
YPR127W	YPR127W	4.11	3.35	3.28	36.55	41.43	33.76	18.26
YPR128C	ANT1	9.31	10.18	8.55	46.31	41.05	28.26	18.85
YPR129W	SCD6	15.77	16.44	11.76	43.36	46.35	39.28	24.1
YPR131C	NAT3	10.33	14.68	38.57	90.82	29.1	26.54	18.56
YPR133C	SPN1	30.75	33.11	11.97	49.39	57.15	41.68	31.45
YPR134W	MSS18	4.39	4.11	1.48	13.02	7.46	9.28	7.49
YPR135W	CTF4	6.02	7.03	2.72	11.71	14.81	12.41	7.04
YPR137W	RRP9	29.98	22.38	4.93	8.55	9.76	11.47	8.39
YPR138C	MEP3	41.81	35.08	6.78	6.88	15.39	11.37	15.72
YPR139C	VPS66	8.01	10.69	2.58	3.7	7.53	3.99	4.66
YPR140W	TAZ1	7.73	8.57	2.04	3.19	6.18	22.95	11.56
YPR141C	KAR3	9.78	8.27	1.43	3.14	4.19	6.92	7.16
YPR143W	RRP15	62.27	56.71	14.26	19.76	26.84	25.46	19.88
YPR144C	NOC4	39.22	43.07	6.18	10.53	6.2	6.35	2.81
YPR145W	ASN1	121.12	90.04	73.82	99.3	171.59	64.35	41.39
YPR148C	YPR148C	12.1	10.85	6.28	24.19	64.38	47.18	27.21
YPR149W	NCE102	104.42	101.59	75.61	324.46	11759.69	12719.56	302.41
YPR154W	PIN3	19.27	25.01	6.01	65.6	165.48	87.79	43.87
YPR155C	NCA2	7.08	6.44	1.72	2.85	16.41	16.49	11.84
YPR156C	TPO3	8.63	9.11	2.62	4.34	4.36	3.36	4.93
YPR158W	YPR158W	9.95	8.05	2.99	419.2	319.66	102.25	48.24
YPR159W	KRE6	28.5	32.89	14.26	45.14	57.92	32.44	34.56
YPR161C	SGV1	17.78	15.85	3.2	7.17	12.18	8.76	8.08
YPR162C	ORC4	8.79	9.06	1.21	2.03	4.44	6.07	4.46
YPR163C	TIF3	35.79	38.16	21.39	35.48	34.88	16.42	11.86
YPR165W	RHO1	50.39	45.17	44.44	109.15	175.33	158.46	74.24
YPR166C	MRP2	22.04	24.58	13.01	39.66	34.16	84.48	34.26
YPR167C	MET16	6.66	6.43	4.52	16.91	12.48	16.57	9.21
YPR169W	JIP5	50.07	42.67	16.14	56.09	71.2	70.05	36.57
YPR171W	BSP1	4.42	5.7	2.93	13.76	16.22	15.21	8.93
YPR173C	VPS4	41.8	37	9.13	25.34	46.07	44.29	32.77
YPR175W	DPB2	11.71	11.52	1.95	7.48	17.98	14.06	4.58
YPR176C	BET2	9.96	9.9	3.46	17.51	12.27	10.54	13.14
YPR178W	PRP4	8.51	9.68	1.5	9.38	13.14	9	11.71
YPR179C	HDA3	4.6	4.6	1.05	2.41	9.02	10.77	8.16
YPR180W	AOS1	19.51	18.45	6.66	12.19	26.46	33.07	26.52
YPR181C	SEC23	25.16	28.4	17.65	42.93	75.61	38.42	23.66
YPR182W	SMX3	18.48	18.21	20.78	466.23	30.6	40.89	17.98
YPR183W	DPM1	24.82	32.91	23.49	38.9	49.53	27.93	10.95
YPR184W	GDB1	4.03	5.18	2.17	221.26	221.74	68.57	26.18
YPR185W	ATG13	5.85	6.75	1.67	2.4	5.73	7.04	7.9
YPR186C	PZF1	13.22	14.01	2.8	19.09	15.67	13.42	11.15
YPR187W	RPO26	98.26	87.24	45.95	75.05	64.41	86.03	66.46
YPR188C	MLC2	12.71	15.69	6.21	9.73	12.71	29.37	18.95
YPR189W	SKI3	13.11	15.66	3.55	5.96	7.85	12.91	11.2
YPR190C	RPC82	28.9	32.71	4.57	6.94	9.36	5.79	3.94
YPR191W	QCR2	14.57	16.82	8.52	23.69	45.02	19.72	19.88
YPR198W	SGE1	9.49	9.95	3.69	10.12	13.02	7.44	9.77
YPR199C	ARR1	13.03	12.07	5.87	32.42	18.34	12.35	15.29
R0010W	FLP1	2.76	1.07	4.83	12.4	329.97	20.2	8.42
R0020C	REP1	74.98	73.27	37.01	93.05	124.17	116.86	88.83
R0030W	RAF1	40.56	40.1	17.92	52.85	111.08	144.57	65.64
R0040C	REP2	98.7	78.06	26.24	68.01	140.46	95.97	114.84
YAL044W-A	YAL044W-A	9.54	11.26	11.91	18.07	13.53	20.82	10.95
YAR028W	YAR028W	9.09	8.97	1.87	3	3.39	3.12	2.73
YAR068W	YAR068W	15.99	25.1	8.22	15.19	322.2	325.84	81.67
YBL107C	YBL107C	13.34	15.18	3.45	3.82	3.08	5.47	14.6
YBL104C	YBL104C	13.53	11.85	1.84	1.8	5.52	11.09	10.02
YBL095W	YBL095W	29.67	25.67	5.31	9.76	20.7	35.53	36.33
YBL086C	YBL086C	5.35	4.85	0.72	11.05	30.28	27.31	13.69
YBL081W	YBL081W	35.77	165.91	3.23	2.43	14.54	53.37	8.55
YBL071C-B	YBL071C-B	7.63	5.88	28.06	917.65	161.28	40.23	16.03
YBL059W	YBL059W	3.17	3.79	0.68	1.41	2.17	37.05	1.6
YBL010C	YBL010C	7.93	9.1	0.69	0.86	2.29	3.2	5.79
YBR007C	DSF2	9.75	9.49	1.78	6.77	9.69	13.62	13.55
YBR013C	YBR013C	0.74	1.08	1.2	3.15	2.6	5.56	7.4
YBR028C	YBR028C	16.6	15.69	4.43	12.89	21.22	13.66	15.49
YBR047W	FMP23	1.31	1.77	1.58	117.99	12.03	28.95	33.88
YBR053C	YBR053C	4.54	4.76	5.9	31.66	53.16	46.04	22.68
YBR056W	YBR056W	3.34	3.36	4.33	18.84	33.8	32.04	20.26
YBR062C	YBR062C	11.88	11.7	5.32	9.1	23.74	44.49	34.43
YBR063C	YBR063C	19.3	17.59	5.11	23.37	86.04	128.51	39.92
YBR071W	YBR071W	41.99	48.47	4.32	21.52	26.72	67.34	46.49
YBR074W	YBR074W	14.69	14.01	9.01	12.44	14.9	14.58	12.75
YBR090C	YBR090C	9.56	12.17	7.07	14.86	14.37	17.3	10.99
YBR096W	YBR096W	20.67	23.3	17.65	31.7	48.43	82.89	35.61
YBR137W	YBR137W	10.83	13.06	7.74	11.27	10.96	16.74	13.05
YBR138C	YBR138C	4.81	3.73	0.87	1.5	12.65	11.41	6.08
YBR141C	YBR141C	8.95	11.15	1.24	1.81	1.58	0.82	0.61
YBR187W	GDT1	46.48	40.76	29.36	48.95	38.67	31.33	18.8
YBR197C	YBR197C	8.06	8.64	1.44	2.8	3.84	3.08	2.53
YBR204C	YBR204C	3.91	3.98	1.34	2.68	5.08	5	8.97
YBR220C	YBR220C	11.75	9.09	2.26	5.11	3.22	2.15	3.29
YBR230W-A	YBR230W-A	4.93	5.29	16.83	17.43	24.74	33.31	9.86
YBR235W	YBR235W	4.74	5.48	2.19	3.32	4.4	6.21	4.91
YBR239C	YBR239C	11.67	11.61	1.1	1	2.1	16.89	3.11
YBR241C	YBR241C	0.93	1.34	0.7	2.03	4.11	3.18	2.82
YBR242W	YBR242W	19.91	19.52	3.88	9.3	6.65	8.49	7.34
YBR246W	YBR246W	14.86	14.36	3.37	7.1	9.8	10.72	11.9
YBR255C-A	YBR255C-A	11.85	10.69	3.5	18.51	12.27	165.87	207.1
YBR269C	FMP21	17.57	23.12	9.37	41.99	42.19	56.56	34.96
YBR270C	BIT2	6.14	5.76	1.6	7.67	10.69	12.38	7.89
YBR271W	YBR271W	12.13	12.26	1.6	4.15	3.19	2.11	2.03
YBR287W	ZSP1	13.07	14.98	4.3	9.87	41.62	26.66	21.63
YCL056C	YCL056C	39.82	24.28	13.94	33.93	39.3	55.66	54.15
YCL049C	YCL049C	2.51	2.69	1.52	3.46	4.69	6.51	6.88
YCL047C	YCL047C	7.22	9.76	1.72	4.12	18.94	22.77	20.4
YCL026C-B	HBN1	0.9	0.85	0.93	5.51	13.65	34.14	20.44
YCL021W-A	YCL021W-A	46.28	37.11	83.66	170.74	2790.36	3154.01	77.06
YCL002C	YCL002C	16.75	14.96	4.6	9.87	6.89	3.61	4.43
YCR015C	YCR015C	4.54	4.21	1	1.99	1.43	1.87	2.37
YCR016W	YCR016W	22.16	19.2	3.3	4.92	5.62	2.75	3.29
YCR024C-B	YCR024C-B	116.1	97.47	79.25	121.87	760.55	300.64	123.28
YCR043C	YCR043C	32.96	35.58	16.35	27.71	20	26.04	22.78
YCR051W	YCR051W	15.78	11.86	5.59	6.62	3.72	2.18	3.03
YCR061W	YCR061W	1.74	3.19	1.8	12.28	13.92	9.88	15.62
YCR075W-A	YCR075W-A	10.98	16.22	10.12	16.99	51.91	459.69	27.19
YCR076C	YCR076C	4.64	4.38	1.36	2.55	3.19	7.42	7.13
YCR087C-A	LUG1	25.57	30.64	13.25	20.95	21.55	27.41	14.51
YCR090C	YCR090C	12.2	12.59	6.54	9.86	6.48	13.45	9.43
YCR095C	OCA4	9.56	8.89	1.76	3.45	13.39	16.16	11.2
YCR102C	YCR102C	1.94	1.68	0.78	0.62	0.82	1.69	1.29
YDL246C	SOR2	1.84	1.94	0.98	0.62	0.68	2.06	1.32
YDL241W	YDL241W	6.59	8.28	2.23	3.87	4.37	4.75	1.9
YDL233W	YDL233W	5.81	7.08	1.39	2.16	5.09	7.61	5.41
YDL211C	YDL211C	6.45	8.59	0.8	6.95	168.35	39.85	8.68
YDL183C	YDL183C	2.61	3.14	2.46	5.96	12.86	8.49	2.74
YDL180W	YDL180W	12.51	13.4	2.55	38.53	459.73	39.78	19.7
YDL177C	YDL177C	15.9	10.65	2.17	8.52	17.17	235.22	43.04
YDL160C-A	YDL160C-A	12.97	10.17	4.54	4.56	4.55	6.36	11.79
YDL157C	YDL157C	14.86	19.46	14.2	20.71	19.15	27.67	17.38
YDL156W	YDL156W	12.94	7.47	1.68	2.33	116.75	110.59	11.57
YDL144C	YDL144C	6.82	7.02	5.4	16.77	11.32	10.18	10.66
YDL133W	YDL133W	17.01	17.74	7.68	47.69	71.44	44.39	24.87
YDL121C	YDL121C	11.77	17.74	9.15	18.11	13.75	8.6	4.97
YDL119C	YDL119C	3.62	4.27	0.87	6.65	19.26	5.26	5.98
YDL086W	YDL086W	11.32	9.3	15.57	37	47.35	39.14	16.26
YDL073W	YDL073W	11.3	12.11	3.19	33.95	25.11	19.79	12.88
YDL063C	YDL063C	24.57	18.42	4.84	6.2	3.02	0.41	0.12
YDL027C	YDL027C	4.17	4.76	0.89	2.5	11.94	11.28	11.66
YDL025C	YDL025C	6.23	6.29	2.42	320.24	972.74	104.26	58.23
YDL012C	YDL012C	39.82	50.71	33.6	1328.35	1631.14	1557.12	98.92
YDR020C	DAS2	10.83	11.29	0.8	1.56	1.11	0.59	1.01
YDR049W	YDR049W	8.63	8.74	1.16	3.02	7.77	6.49	7.62
YDR056C	YDR056C	11.45	15.8	7.23	11.03	14.28	23.06	16.02
YDR061W	YDR061W	10.71	9.58	1.69	5.39	12.31	11.47	12.31
YDR066C	RTR2	3.39	3.51	1.4	2.36	4.89	4.85	3.09
YDR067C	OCA6	9.06	9.92	1.61	5.48	12.26	318.4	16.02
YDR089W	YDR089W	15.55	16.15	4.15	13.8	36.83	32.46	12.34
YDR090C	YDR090C	12.57	12.25	1.12	2.53	3.76	4.27	10.15
YDR111C	ALT2	20.81	17.58	5.56	10.56	37.75	42.24	24.42
YDR115W	YDR115W	28.54	33.39	10.08	38.36	567.53	801.78	64.58
YDR119W	YDR119W	24.14	20.52	10.01	18.86	21.47	13.2	10.99
YDR132C	YDR132C	7.81	7.65	0.88	1.58	1.63	2.99	2.84
YDR161W	YDR161W	26.73	26.18	6.74	10.74	7.59	9.98	5.47
YDR179W-A	YDR179W-A	9.39	9.32	1.75	7.23	9.67	6.59	4.3
YDR210W	YDR210W	59.16	81.09	38.58	95.7	293.52	196.65	124.29
YDR222W	YDR222W	23.32	25.71	6.9	28.49	126.71	93.57	49.46
YDR248C	YDR248C	4.65	4.58	2.03	4.35	10.66	11.93	10.27
YDR249C	YDR249C	16.12	13.84	1.71	11.75	26.39	37.99	31.2
YDR262W	YDR262W	21.15	25.13	4.74	25.64	48.88	55.81	39.9
YDR286C	YDR286C	9.34	8.9	3.09	7.1	16.19	309.75	331.87
YDR291W	HRQ1	6	7.43	1.48	1.67	2.41	5.08	4.96
YDR306C	YDR306C	9.18	8.36	1.78	7.97	9.61	11.08	7.91
YDR307W	YDR307W	7.46	7.44	2.9	13.33	20.33	16.53	11.05
YDR319C	YDR319C	11.05	9.92	1.82	3.81	8.83	9.22	6.91
YDR333C	YDR333C	9.83	9.01	2.22	8.3	17.18	17.54	13.76
YDR336W	YDR336W	8.17	6.64	1.43	3.38	3.67	10.05	11.95
YDR348C	YDR348C	23.38	24.73	4.14	5.83	9.6	6.39	14.02
YDR352W	YDR352W	11.36	10.28	1.28	1.78	2.2	2.02	2.72
YDR357C	YDR357C	6.98	4.56	5.05	3.88	5.02	8.12	9.99
YDR370C	YDR370C	23.19	18.96	3.51	14.11	44.97	33.41	23.67
