	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YER175C	TMT1	3.48	4.7	1.71	4.97	5.77	5.49	7.83
YER176W	ECM32	13.7	15.64	3.75	12.2	19.59	28.2	18.39
YER177W	BMH1	96.75	98.19	105.74	205.2	739.99	362.79	140.8
YER178W	PDA1	38.9	37.67	59.39	119.14	216.82	114.35	62.14
YER180C	ISC10	29.4	16.73	2.98	17.72	21.61	21.62	28.63
YER183C	FAU1	10.53	10.2	6.32	28.71	23.19	32.95	20.59
YFL062W	COS4	20.7	18.05	18.34	30.13	56.47	78	44.45
YFL060C	SNO3	3.78	2.86	1.16	1.68	1.54	2.38	1.87
YFL059W	SNZ3	2.73	2.44	0.97	1.63	1.87	2.64	3.7
YFL057C	AAD16	412.3	41.59	9.7	19.63	329.28	347.77	348.21
YFL049W	SWP82	9.63	11.49	2.03	2.51	6.92	9.05	9.63
YFL048C	EMP47	8.66	8.83	4.34	14.75	36.77	35.02	13.29
YFL047W	RGD2	11.07	11.64	2.7	14.38	32.96	24.88	13.77
YFL045C	SEC53	79.65	74.08	87.69	151.05	219.43	180.94	86
YFL044C	OTU1	2.94	2.23	1.06	2.2	1.33	1.45	1.46
YFL041W	FET5	6.45	6.83	2.63	8.06	13.79	9.19	9.96
YFL039C	ACT1	59.01	52.23	76.94	147.53	204.89	133.02	64.98
YFL038C	YPT1	30.2	39.41	32.35	77.41	80.55	58.49	42.74
YFL037W	TUB2	28.18	31.39	33.33	69.91	125.89	44.4	32.15
YFL036W	RPO41	12.3	15.39	2.8	5.63	197.01	22.79	18.04
YFL034C-B	MOB2	14.22	19.82	4.46	24.31	20.87	17.72	13.81
YFL031W	HAC1	35.04	26.52	56.36	118.35	99.92	37.73	95.24
YFL029C	CAK1	2.81	2.96	0.61	2.69	3.96	4.5	4.21
YFL028C	CAF16	10.51	13.79	3.22	7.4	6.51	10.97	8.57
YFL027C	GYP8	24.92	17.19	3.3	8.88	12.27	18.27	13.69
YFL026W	STE2	118.74	89.43	33.43	63.73	58.79	53.17	59.4
YFL025C	BST1	13.48	15.95	4.75	6.25	6.71	7.51	11.51
YFL024C	EPL1	17.39	18.97	8.23	327.43	128.46	30.97	26.83
YFL023W	BUD27	14.45	17.59	3.83	28.35	10.89	6.93	5.6
YFL022C	FRS2	37.24	35.93	29.63	59.76	74.69	36.41	24.11
YFL021W	GAT1	21.42	17.29	4.42	15.51	34.57	26.04	13.66
YFL018C	LPD1	21.74	20.52	22.99	62.92	107.44	77.66	32.58
YFL017C	GNA1	22.16	23.55	8.55	16.54	28.83	37.72	20.84
YFL016C	MDJ1	17.64	17.81	7.74	29.44	59.17	48.49	25.31
YFL014W	HSP12	0.17	0.11	21.52	7028.18	15949.82	18149.35	1063.4
YFL013C	IES1	12.1	15.03	3.37	6.22	23.1	13.31	9.78
YFL010W-A	AUA1	0.8	0.4	2.47	3.24	160.06	111.88	4.76
YFL010C	WWM1	9.93	8.83	7.98	12.02	18.84	12.47	9.4
YFL009W	CDC4	20.31	20.46	6.95	9.81	22.95	27.51	17.73
YFL008W	SMC1	18.78	18.11	3.11	5.7	14.17	12.5	14.27
YFL007W	BLM10	14.75	15.53	9.3	16.25	15.43	21.06	17.48
YFL005W	SEC4	17.83	19.58	11.33	21.61	15.84	22.58	21.04
YFL004W	VTC2	23.68	22.98	19.22	28.17	46.24	28.26	16.89
YFL002C	SPB4	11.02	12.33	2.75	5.32	5.15	3.16	2.43
YFL001W	DEG1	10.13	12.35	2.01	3.43	2.49	2.02	3.08
YFR001W	LOC1	39.73	36.08	13.56	17.64	8.11	8.79	6.51
YFR002W	NIC96	22.62	20.22	6.21	25.89	26.94	19.38	19.25
YFR003C	YPI1	4.6	5.16	3.39	18.41	30.71	21.49	16.52
YFR004W	RPN11	29.49	31.01	8.87	28.2	42.43	30.21	45.82
YFR005C	SAD1	8.22	7.7	1.79	9.07	11.58	7.54	8.22
YFR007W	YFR007W	4.26	4.7	1.94	16.05	23.9	20.9	10.94
YFR009W	GCN20	36.64	36.22	19.81	35.77	48.2	38.32	22.93
YFR010W	UBP6	20.11	20.14	9.75	37.23	66.01	62.84	38.58
YFR011C	YFR011C	16.43	21.65	5.55	15.19	20.77	24.07	26.22
YFR013W	IOC3	8.13	8.09	2.68	4.47	10.41	12.73	10.32
YFR014C	CMK1	6.92	7.07	1.52	4.42	12.24	8.83	11.37
YFR016C	YFR016C	8.23	9.5	4.02	5.61	6.85	6.5	5.37
YFR019W	FAB1	7.62	9.65	3.72	7.52	13.99	15.36	10.12
YFR021W	ATG18	8.15	8.34	1.06	2.13	3.67	6.03	5.94
YFR024C-A	LSB3	9.71	10.47	3.91	8.94	11.7	7.94	14.09
YFR025C	HIS2	6.91	6.66	5.9	10.13	8.86	9.38	10.72
YFR027W	ECO1	6.85	6.07	0.49	1.97	3.34	4.14	6.28
YFR028C	CDC14	21.95	23.51	5.72	13.54	22.88	13.61	12.78
YFR029W	PTR3	7.64	8.2	1.21	6.33	15.66	14.09	9.2
YFR030W	MET10	7.55	8.75	3.13	8.2	13.39	16.41	16.31
YFR031C	SMC2	30.4	28.23	12.53	14.41	12.65	13.09	20.15
YFR033C	QCR6	5.51	4.06	6.8	10.83	148.88	10.8	5.07
YFR034C	PHO4	45.78	35.35	5.47	10.25	6.44	3.59	8.84
YFR037C	RSC8	32.89	35.28	12.62	20.15	37.35	33.62	21.65
YFR038W	IRC5	7.37	7.69	2.61	3.3	4.05	5.07	4.02
YFR040W	SAP155	17.31	18.73	2.54	11.84	18.11	20.05	23.22
YFR041C	ERJ5	5.3	6.32	2.4	5.27	8.94	14.67	9.82
YFR042W	KEG1	8.37	10.77	3.86	7.18	11.88	23.27	18.45
YFR043C	IRC6	5.38	5.86	1.12	4.66	7.17	11.28	9.06
YFR044C	DUG1	26.42	27.05	36.59	100.26	135.24	114.35	59.75
YFR046C	CNN1	3.62	3.02	0.99	12.38	6.82	6.78	4.9
YFR047C	BNA6	5.55	5.52	7.61	17.06	20.39	14.15	10.88
YFR048W	RMD8	17.76	16.52	3.55	27.54	93.37	30.19	18.34
YFR049W	YMR31	16.14	18.08	12.55	26.46	43.26	76.92	43.21
YFR050C	PRE4	44.23	48.31	24.57	82.45	87.03	91.1	79.39
YFR051C	RET2	24.91	25.69	12.54	28.82	33.34	27.05	18.32
YFR052W	RPN12	29.01	29.8	13.56	46.13	42	64.17	47.7
YFR053C	HXK1	0.98	3.13	2.78	824.87	365.36	181.02	60.26
YGL257C	MNT2	5.54	4.54	1.15	1.97	1.18	1.04	2.04
YGL256W	ADH4	21.18	15.3	3.54	6.91	7.67	6.86	8.75
YGL255W	ZRT1	110.63	59.99	26.22	44.8	70.46	66.16	45.27
YGL253W	HXK2	85.09	64.6	56.43	103.31	233.91	147.22	59.91
YGL252C	RTG2	13.7	14.12	3.12	5.92	11.27	11.09	13.97
YGL248W	PDE1	13.11	10.53	2.99	11.88	20.56	20.63	20.38
YGL247W	BRR6	23.02	18.49	4.7	21.79	75.5	68.51	56.39
YGL246C	RAI1	8.82	10.56	0.97	2.18	2.99	4.93	3.75
YGL245W	GUS1	51.62	41.92	69.96	114.9	322.45	197.62	54.3
YGL244W	RTF1	18.82	20.74	7.12	16.28	23.7	20.72	24.83
YGL243W	TAD1	11.22	10.07	2.88	4.75	13.23	19.36	12.18
YGL241W	KAP114	16.64	17.31	3.76	6.71	30.52	34.68	15.59
YGL238W	CSE1	38.37	29.92	17.49	33.1	78.09	61.13	37.9
YGL237C	HAP2	10.69	12.39	2.78	30.03	24.13	13.82	16.75
YGL236C	MTO1	10.62	9.66	2.4	68.99	8.63	4.74	5.7
YGL234W	ADE5%2C7	34.15	31.26	30	73.11	71.83	41.33	23.4
YGL233W	SEC15	14.95	14.39	4.24	6.91	15.22	16.32	14.27
YGL232W	TAN1	9.61	8.02	4.14	10	15.38	16.89	11.16
YGL231C	YGL231C	29.39	30.96	24.7	74.67	126.89	126.51	45.56
YGL229C	SAP4	5.19	4.47	4.39	249.97	502.47	26.69	14.48
YGL228W	SHE10	16.78	16.33	10.41	46.7	45.94	26.25	22.27
YGL227W	VID30	5.73	6.87	1.52	4.11	8.24	20.53	13.37
YGL226C-A	OST5	41.08	37.56	38.94	68.03	67.2	68.52	33.16
YGL226W	YGL226W	6.79	7.43	2.41	3.74	5.61	68.02	4.9
YGL225W	VRG4	41.64	40.36	43.62	93.99	255.36	104.93	44.91
YGL224C	SDT1	7.23	9.57	7.43	57.16	21.26	17.53	15.44
YGL223C	COG1	13.6	12.49	3.51	23.74	19.61	17.2	11.17
YGL222C	EDC1	6.34	4.74	23.43	465.41	45.3	36.86	24.24
YGL221C	NIF3	7.86	7.55	14.05	46.7	47.28	35.32	19.21
YGL220W	YGL220W	41.49	39.58	38.53	85.41	65.74	99.68	49.54
YGL219C	MDM34	17.12	18.66	4.74	43.27	32.64	24.65	27.33
YGL216W	KIP3	12.8	12.96	2.82	41.72	41.14	20.25	11.43
YGL215W	CLG1	35.64	38.76	16.1	45.44	139.62	68.3	38.72
YGL213C	SKI8	11.67	12.58	3	7.69	10.37	6.85	9.95
YGL211W	NCS6	7.6	6.57	0.68	1.76	1.08	0.76	2.4
YGL210W	YPT32	18.01	17.98	5.59	15.54	29.69	26.93	18.13
YGL209W	MIG2	16.6	18.66	1.92	195.21	214.77	11.18	18.63
YGL207W	SPT16	24.52	28.78	12.31	28.07	22.59	25.59	21.84
YGL206C	CHC1	15.47	18.02	17.67	45.69	45.55	34.01	29.61
YGL203C	KEX1	12.11	13.67	4.41	9.38	32.77	21.32	11.61
YGL202W	ARO8	32	29.9	37.35	68.12	84.34	60.64	23.8
YGL201C	MCM6	15.97	17.38	2.93	7.05	9.37	11.77	11.12
YGL200C	EMP24	23.17	27.39	32.13	67.9	55.13	49.31	25.69
YGL198W	YIP4	16.13	17.15	13.2	38.34	40.77	50.58	22.83
YGL197W	MDS3	11.44	14.88	4.29	13.2	9.58	7.71	12.58
YGL196W	DSD1	9.05	8.39	2.33	7.41	14.78	18.84	17.1
YGL195W	GCN1	25.63	24.71	25.52	55.8	56.06	48.46	19.11
YGL194C	HOS2	8.15	6.65	1.61	4.57	12.39	10.3	13.19
YGL191W	COX13	33.41	35.67	21.01	55.27	57.4	98.91	41.09
YGL190C	CDC55	22.11	23.29	6.81	31.97	47.31	33.72	26.67
YGL187C	COX4	34.82	32.79	13.49	27.5	26.84	22.19	22.71
YGL186C	TPN1	25.73	28.43	6.51	17.91	27.02	29.36	17.74
YGL184C	STR3	0.33	0.49	0.27	0.34	0.79	0.33	0.06
YGL181W	GTS1	6.17	6.3	1.54	5.62	10.62	15.82	11.93
YGL180W	ATG1	2.87	4.61	0.57	1.46	6.44	3.76	12.15
YGL179C	TOS3	3.12	3.27	0.84	70.67	467.82	88.17	29.78
YGL178W	MPT5	28.84	25.69	7.5	189.66	480.68	936.19	61.33
YGL174W	BUD13	8.12	8.42	1.78	2.33	5.72	6.74	11.11
YGL173C	KEM1	21.38	23.44	15.15	29.55	26.81	26.09	16.61
YGL172W	NUP49	27.18	27.29	7.08	13.02	29.79	33.87	29.53
YGL171W	ROK1	26.94	27.2	4.96	5.64	6.15	3.02	1.33
YGL169W	SUA5	4.02	3.17	2.05	3.17	132.75	12.06	4.91
YGL167C	PMR1	22.69	24.03	15.94	38.6	85.13	64.26	36.74
YGL166W	CUP2	9.95	7.02	1.79	15.39	56.49	38.39	27.72
YGL164C	YRB30	24.14	17.14	2.99	3.84	10.34	19.23	15.82
YGL163C	RAD54	6.62	7.38	1.1	3.01	19.67	9.81	7.52
YGL162W	SUT1	21.91	22.28	1.9	140.08	305.71	29.77	28.13
YGL161C	YIP5	20.64	20.55	8.12	14.77	22.73	29.73	23.45
YGL160W	YGL160W	4.91	5.07	1.86	8.36	26.08	29.35	14.43
YGL157W	YGL157W	12.62	15.28	9.06	19.79	40.18	65.39	56.34
YGL155W	CDC43	9.74	9.97	2.72	3.54	3.66	4.65	6.37
YGL154C	LYS5	3.2	2.96	1.27	2.53	3.75	7.87	6.35
YGL153W	PEX14	8.64	8.18	3.49	3.97	6.03	11.93	9.35
YGL151W	NUT1	13.26	17.5	4.18	10.53	19.14	21.15	17.54
YGL150C	INO80	16.48	16.75	5.29	12.13	11.94	12.79	11.7
YGL148W	ARO2	25.92	24.02	26.22	36.61	29.02	14.35	6.3
YGL145W	TIP20	9.92	11.77	3.1	16.72	31.63	13.24	9.6
YGL144C	ROG1	8.2	8.27	0.81	2.07	4.45	16.34	14.63
YGL143C	MRF1	8.3	6.67	1.31	0.92	2.19	3.87	5.13
YGL142C	GPI10	7.75	7.96	2.16	3.35	5.33	8.12	11.11
YGL141W	HUL5	7.29	7.34	2.09	2.84	6.18	15.25	16.07
YGL139W	FLC3	7.62	9.79	3.03	4.59	4.96	4.89	8.49
YGL137W	SEC27	14.89	16.42	9.73	18.34	20.23	11.47	8.58
YGL136C	MRM2	7.33	7.24	3.36	9.94	17.09	9.8	9.4
YGL134W	PCL10	12.19	8.68	4.03	17.75	31.29	32.71	19.81
YGL133W	ITC1	16.64	15.84	3.58	18.99	29.3	24.84	20.17
YGL130W	CEG1	9.41	9.88	1.38	3.51	8.55	10.66	9.08
YGL129C	RSM23	12.97	16.21	4.28	345.97	34.01	25.31	17.37
YGL128C	CWC23	8.64	6.99	4.08	188.72	35.31	26.92	21.4
YGL126W	SCS3	7.43	8.31	5.61	14.35	15.74	9.08	9.11
YGL124C	MON1	5.15	4.5	1.77	7.36	18.8	10.58	7.95
YGL122C	NAB2	38.99	37.33	15.07	52.97	83.48	59.54	43.55
YGL120C	PRP43	32.74	30.43	13.54	27.81	30.35	20.72	9.22
YGL119W	ABC1	11.25	13.08	4.91	25	29.62	26.19	18.46
YGL116W	CDC20	22.85	12.57	2.06	9.73	6.65	3.72	3.16
YGL115W	SNF4	17.16	17.85	7.58	14.66	21.56	17.1	15.84
YGL112C	TAF6	12.45	12.3	3.48	6.06	5.75	6.44	6.68
YGL111W	NSA1	34.28	29.59	7.26	10.97	10.04	4.1	4.88
YGL110C	CUE3	10.37	9.24	2.22	8.74	14.4	15.87	13.38
YGL107C	RMD9	27.09	21.82	4.42	214.9	432.83	71.59	34.55
YGL106W	MLC1	34.2	38.76	23.89	64.08	47.98	34.4	28.38
YGL105W	ARC1	51.94	48.01	47.38	96.61	111.73	65.41	38.92
YGL100W	SEH1	11.69	11.86	4.91	9.27	5.33	8.09	7.36
YGL099W	LSG1	23.48	24.88	9.97	19.06	13.97	7.7	4.8
YGL098W	USE1	4.55	3.97	1.31	4.5	3.58	1.6	4.61
YGL097W	SRM1	19.54	21.16	7.39	12.32	17.15	12.32	8.41
YGL095C	VPS45	10.9	8.54	1.9	3.11	4.46	5.79	6.28
YGL094C	PAN2	32.22	26.21	8.11	6.69	11.25	26.1	25.92
YGL093W	SPC105	16.33	16.72	4.03	3.42	7.3	23.84	17.57
YGL092W	NUP145	29.26	24.88	13	18.6	9.49	13.26	15.03
YGL091C	NBP35	11	10.47	1.15	2.14	4.59	9.57	12
YGL087C	MMS2	11.55	13.76	11.38	18.9	25.89	27.8	16.91
YGL086W	MAD1	18.57	17.77	3.76	8.51	24.58	38.07	18.41
YGL084C	GUP1	7.83	8.3	3.83	9.68	22.69	17.45	12.92
YGL083W	SCY1	5.19	6.27	2.15	10.59	31.05	26.92	7.91
YGL078C	DBP3	50.84	46.96	15.05	23.23	20.26	4.31	2.82
YGL077C	HNM1	54.21	40.65	16.96	36.07	48.44	30.16	23.19
YGL073W	HSF1	11.76	11.77	2.59	11.87	21.19	24.5	14.46
YGL071W	AFT1	28.4	20.72	3.72	12.49	253.44	65.61	31.08
YGL070C	RPB9	30.05	39.28	9.64	67.84	29.1	38.46	42.19
YGL068W	MNP1	23.15	26.78	13.48	34.8	36.09	33.24	29.4
YGL067W	NPY1	11.64	12.65	8.62	27.97	37.79	36.3	17.87
YGL066W	SGF73	15.07	17.76	2.55	16.8	19.75	20.04	26.65
YGL065C	ALG2	14.11	15.94	2.86	5.78	8.32	10.08	12.89
YGL064C	MRH4	7.08	8.83	1.45	71.33	106.19	117.97	9.45
YGL062W	PYC1	32.17	41.23	49.54	111.74	378.49	211.17	101.54
YGL061C	DUO1	11.22	11.46	1.52	3.95	8.24	21.16	6.18
YGL060W	YBP2	11.83	11.02	3.08	5.88	6.8	6.2	6.29
YGL059W	YGL059W	9.67	8.47	1.87	3.35	217.3	28.57	13.07
YGL058W	RAD6	26.44	32.79	6.11	28.04	31.26	27.77	29.9
YGL057C	YGL057C	5.84	5.94	1.65	15.31	193.58	25.6	16.41
YGL056C	SDS23	29.36	35.23	8.36	46.67	61.47	30.1	23.94
YGL055W	OLE1	41.44	40.1	23.72	42.52	93.22	47.52	31.81
YGL054C	ERV14	50.43	57.62	38.6	106.65	93.62	84.98	53.22
YGL053W	PRM8	4.17	6.17	2.39	85.5	56.39	53.96	39.14
YGL050W	TYW3	16.19	14.48	5.57	18.3	20.67	17.92	18.3
YGL049C	TIF4632	7.05	8.19	3.73	6.83	8.78	5.91	6.98
YGL048C	RPT6	28.27	25.28	20.33	45	63.97	68.9	44.91
YGL047W	ALG13	3.3	3.82	1.87	3.65	5.7	7.05	5.18
YGL044C	RNA15	14.76	18.2	2.54	14.97	16.68	18.52	16.92
YGL043W	DST1	22.36	22.79	8.47	29.84	62.78	30.95	23.73
YGL040C	HEM2	21.28	19.35	11.36	29.85	77.54	55.06	26.78
YGL039W	YGL039W	8.51	9.12	4.41	10.03	9.44	7.61	9.93
YGL038C	OCH1	24.56	26.33	5.03	18.82	27.17	28.27	29.37
YGL037C	PNC1	8.66	8.72	69.51	462.1	13454.52	749.09	213.95
YGL035C	MIG1	18.48	16.83	3.49	20.28	41.25	15.46	14.13
YGL032C	AGA2	67.03	57.97	31.49	32.87	30.51	17.92	7.04
YGL028C	SCW11	69.95	61.03	9.44	8.72	27.14	25.52	44.22
YGL027C	CWH41	4.58	4.76	4.98	7.33	7.74	6.17	4.74
YGL026C	TRP5	33.43	31.75	34.5	62.94	119.26	70.68	30.01
YGL025C	PGD1	11.48	14.31	1.47	1.86	11.95	10.52	8.93
YGL023C	PIB2	10.88	11.67	3.35	6.69	14.73	9.97	9.74
YGL022W	STT3	22.03	26.62	21.39	45.78	63.91	40.32	25.72
YGL021W	ALK1	30.77	23.18	6.38	15.36	21.38	11.45	9.24
YGL020C	GET1	20.29	24.43	6.46	10.73	12.52	25.18	16.05
YGL019W	CKB1	18.36	17.8	6.52	10.01	11.99	10.55	12.14
YGL018C	JAC1	5.54	7.21	1.5	2.82	6.01	3.94	4.32
YGL017W	ATE1	6.71	7.56	1.14	2.84	7.41	9.68	6.66
YGL016W	KAP122	6.92	7.36	4.9	7.55	7.99	6.2	3.79
YGL014W	PUF4	28.74	34.79	10.81	14.27	24.48	30.88	27.43
YGL013C	PDR1	27.33	22.91	5.91	20.14	19.54	28.8	42.61
YGL012W	ERG4	26.75	26.85	24.97	46.53	110.36	64.56	34.97
YGL011C	SCL1	29.73	35.89	17.15	39.28	44.16	52.73	56.8
YGL009C	LEU1	58	50.44	57.8	95.8	202.72	101.87	48.06
YGL008C	PMA1	84.68	66.08	53.44	104.38	135.46	44.52	45.1
YGL006W	PMC1	5.34	6.99	2.85	27.48	88.02	50.99	25.91
YGL005C	COG7	9.73	9.51	2.11	10.99	15.21	14.05	17.79
YGL004C	RPN14	5.44	4.85	1.32	6.55	8.45	11.94	7.45
YGL003C	CDH1	13.77	12.62	2.49	34.29	32.6	16.55	23.24
YGL002W	ERP6	8.19	10.17	4.55	16.46	23.9	23.98	16.18
YGL001C	ERG26	11.68	12.73	11.3	25.28	13.39	15.7	15.35
YGR002C	SWC4	10.7	10.65	4.64	25.09	34.69	15.52	13.59
YGR003W	CUL3	6.02	5.22	1.74	60.9	14.57	13.07	8.65
YGR004W	PEX31	8.53	7.64	2.18	5.37	11.07	7	6.54
YGR005C	TFG2	19.67	22.36	4.17	18.98	15.57	20.19	15.9
YGR007W	MUQ1	21.97	20.02	6.62	19.15	15.83	16.21	16.84
YGR008C	STF2	10.36	12.8	32.89	1481.03	4608.01	7175.91	376.16
YGR009C	SEC9	15.37	15.62	3.79	21.44	50.05	49.07	27.06
YGR010W	NMA2	4.01	4.19	1.14	3.27	4.49	4.5	6.99
YGR012W	YGR012W	8.6	9.17	2.91	9.5	14.41	12.43	11.87
YGR014W	MSB2	23.12	32.47	12.17	27.09	47.13	66.46	44.85
YGR019W	UGA1	7	6.55	6.03	49.45	47.86	59.8	33.57
YGR020C	VMA7	37.93	41.57	63.1	112.27	110.83	129.79	36.96
YGR024C	THG1	27.32	23.09	20.54	53.33	30.9	28.12	31.41
YGR028W	MSP1	4.18	4.38	2.19	10.57	14.55	17.54	10.91
YGR029W	ERV1	3.83	3.09	3.01	7.59	4.24	4.69	3.65
YGR030C	POP6	14.79	14.76	6.76	29.91	10.96	4.48	2.66
YGR032W	GSC2	15.27	15.62	8.39	23.54	73.5	65.69	27.14
YGR033C	TIM21	27.51	33.23	9.29	23.38	13.73	13.66	19.73
YGR036C	CAX4	5.63	6.82	1.06	2.12	1	0.44	1.42
YGR037C	ACB1	80.79	105.28	143.25	360.21	365.93	549.44	211.47
YGR038W	ORM1	23.02	29.28	12.03	38.87	25.57	32.56	31.46
YGR041W	BUD9	12.41	13.11	1.82	2.86	3.9	6.95	6.41
YGR044C	RME1	13.19	15.13	7.2	14.3	18.35	20.22	18.11
YGR046W	TAM41	13.03	12.09	1.89	8.35	24.65	20.61	29.06
YGR047C	TFC4	19.55	15.41	3.62	8.71	41.49	31.27	27.04
YGR048W	UFD1	4.84	5.68	0.89	3.3	9.24	15.31	14.64
YGR049W	SCM4	4.74	6.84	2.01	16.38	464.51	61.57	26.9
YGR054W	YGR054W	19.13	20.24	5.65	12.65	19.3	13.51	12.88
YGR055W	MUP1	59.12	48.93	11.17	19.35	32.64	28.39	27.22
YGR056W	RSC1	16.26	16.25	3.32	3.65	12.56	24.45	16.29
YGR057C	LST7	11.91	11.62	1.4	2.79	2.46	4.27	6.6
YGR060W	ERG25	70.08	61.94	41.28	76.69	80	60.64	36.2
YGR061C	ADE6	43.2	40.72	39.33	75.63	47.35	33.57	13.79
YGR062C	COX18	6.84	5.53	2.8	18.9	184.82	10.39	10.75
YGR063C	SPT4	68.74	61.81	21.49	37.59	46.56	120.9	75.63
YGR065C	VHT1	21.55	18.97	5.35	15.04	24.04	29.04	20.09
YGR072W	UPF3	12.06	11.35	3.52	11.48	12.69	20.01	14.36
YGR076C	MRPL25	30.23	32.53	6.4	170.63	267.2	308.69	216.61
YGR077C	PEX8	13.54	13.2	4.9	27.32	35.63	26.29	14.11
YGR078C	PAC10	37.79	32.33	16.95	39.07	26.2	24.89	14.61
YGR080W	TWF1	5.29	6.84	2.29	7.68	5.93	6.84	7.13
YGR081C	SLX9	26.02	28.11	3.6	12.3	15.19	12.33	8.11
YGR082W	TOM20	53.92	60.88	13.6	28.44	22.84	29.73	25.6
YGR083C	GCD2	19.9	20.62	4.42	11.43	20.13	11.51	9.59
YGR084C	MRP13	21.07	21.3	4.81	18.56	22.83	16.64	15.12
YGR086C	PIL1	78.03	78.22	78.32	278.13	14819.44	787.47	241.86
YGR089W	NNF2	8.36	11.14	1.75	18.15	43.86	23.46	20.84
YGR090W	UTP22	28.09	28.54	8.7	16.89	8.83	11.3	15.7
YGR091W	PRP31	6.74	7.43	0.99	1.15	1.58	1.94	3.07
YGR092W	DBF2	17.67	16.16	2.16	4.7	19.9	14.93	7.18
YGR094W	VAS1	29.12	30.28	34.34	65.78	56.24	28.69	16.78
YGR095C	RRP46	31.68	32.44	5.02	9.19	7.36	10.5	11.17
YGR097W	ASK10	14.12	18.19	4.83	10.71	10.25	11.06	7.94
YGR098C	ESP1	9.43	12.49	3.09	4.1	2.23	5.71	7.35
YGR099W	TEL2	16.59	13.15	2.44	2.94	2.12	3.04	5
YGR100W	MDR1	6.86	8.92	2.14	2.61	3.47	7.46	5.79
YGR101W	PCP1	13.31	13.93	1.45	1.82	3.61	9.15	12.36
YGR103W	NOP7	35.25	31.09	11.7	18.32	20.62	8.94	1.83
YGR104C	SRB5	7.23	9.6	1.53	4.7	6.63	8.92	6.17
YGR105W	VMA21	32.38	29.48	26.79	42.68	29.62	65.51	34.69
YGR106C	YGR106C	23.42	24.82	37.57	66.76	118.06	69.34	29.03
YGR108W	CLB1	33.89	22.27	4.91	7.19	8.07	7.88	9.96
YGR109C	CLB6	25.19	24.53	1.87	2.63	7.5	88.67	7.09
YGR112W	SHY1	3.34	4.32	0.72	48.74	141.9	8.97	7.93
YGR113W	DAM1	21.33	18.88	3.15	10.09	48.51	35.09	18.56
YGR116W	SPT6	16.1	17.64	8.36	16.37	19.19	18.42	11.21
YGR119C	NUP57	26	27.52	8.15	31.68	63.47	28.47	18.03
YGR120C	COG2	11.51	11.17	3.76	13.95	14.45	13.16	8.19
YGR121C	MEP1	20.53	20.68	5.44	26.15	35.72	15.04	15.11
YGR123C	PPT1	12.09	14.8	4.97	8.05	10.05	3.9	2.11
YGR124W	ASN2	41.63	38.2	44.26	70.05	93.91	67	31.1
YGR128C	UTP8	26.83	28.97	6.41	8.71	8.7	4.04	1.58
YGR129W	SYF2	11.22	12.14	2.28	10.07	12.26	6.6	4.63
YGR132C	PHB1	23.27	22.09	10.67	33.89	50.86	41.35	38.4
YGR134W	CAF130	12.27	10.67	1.92	6.19	15.2	20.14	12.2
YGR135W	PRE9	28.81	26.96	16.42	29.08	37.87	51.87	41.99
YGR136W	LSB1	20.91	21.27	5.08	13.67	26.56	17.67	23.44
YGR138C	TPO2	15.02	13.66	2.87	4.07	5.14	6.04	6.37
YGR140W	CBF2	11.48	11.48	1.86	1.68	1.76	3.83	1.8
YGR141W	VPS62	4.6	5.39	1.07	1.24	1.8	1.61	0.85
YGR142W	BTN2	19.96	17.73	29.62	541.25	11922.52	1007.51	195.61
YGR143W	SKN1	13.79	16.61	3.26	14.69	19.22	13.1	20.79
YGR145W	ENP2	32.85	29.64	8.14	11.43	9.53	5.72	1.27
YGR147C	NAT2	21.72	17.82	7.34	26.27	36.35	45.14	22.45
YGR152C	RSR1	54.79	48.07	21.05	69.97	126.19	111.88	58.63
YGR155W	CYS4	74.09	55.53	43.75	80.35	96.36	49.29	32.99
YGR156W	PTI1	9.47	12.54	2.76	4.75	5.58	5.02	8.58
YGR157W	CHO2	72.8	50.24	53.62	87.95	130.02	83.32	34.01
YGR158C	MTR3	19.73	23.1	2.86	5.2	6.19	5.82	6.07
YGR159C	NSR1	71.7	66.46	30.77	41.76	31.66	6.68	4.1
YGR162W	TIF4631	21.8	20	12.27	25.5	9.19	3.66	4.31
YGR163W	GTR2	19.94	20.59	4.72	6.61	8.78	9.9	15.74
YGR165W	MRPS35	9.26	8.96	1.83	10.42	19.11	32.87	14.55
YGR166W	KRE11	12.59	10.81	1.6	7.5	12.61	17.74	11.97
YGR167W	CLC1	26.95	31.08	21.63	45.9	82.03	58.79	47.37
YGR169C	PUS6	6.67	6.86	1.18	3.26	2.78	2.37	4.53
YGR170W	PSD2	17.95	17.66	5.13	23.13	42.57	33.72	27.16
YGR171C	MSM1	7.8	5.84	1.48	4.24	13.49	6.89	9.73
YGR172C	YIP1	27.86	25.15	17.95	40.47	76.19	57.13	26.68
YGR174C	CBP4	3.65	3.78	2.2	3.29	5.42	11.61	6.15
YGR175C	ERG1	48.9	46.58	22.37	43.32	89.16	37.37	39.19
YGR177C	ATF2	12.99	9.65	2.56	5.77	6.43	6.77	5.43
YGR178C	PBP1	13.42	13.01	9.04	16.74	29.62	20.13	12.3
YGR179C	OKP1	26.66	16.58	3.8	163.76	47.28	36.16	26.5
